0<=x<30; y0=50+0.6x; interpolation
15780<=x<15810; y526=-9415+0.6x; interpolation
15810<=x<15840; y527=9030+-0.566667x; interpolation
15840<=x<15870; y528=-9450+0.6x; interpolation
15870<=x<15900; y529=2188+-0.133333x; interpolation
15900<=x<15930; y530=-1522+0.1x; interpolation
15930<=x<15960; y531=8567+-0.533333x; interpolation
15960<=x<15990; y532=-8989+0.566667x; interpolation
15990<=x<16020; y533=9133+-0.566667x; interpolation
16020<=x<16050; y534=-8489+0.533333x; interpolation
16050<=x<16080; y535=13446+-0.833333x; interpolation
16080<=x<16110; y536=11838+-0.733333x; interpolation
16110<=x<16140; y537=-19845+1.23333x; interpolation
16140<=x<16170; y538=-4243+0.266667x; interpolation
16170<=x<16200; y539=69+0x; interpolation
16200<=x<16230; y540=7629+-0.466667x; interpolation
16230<=x<16260; y541=-8060+0.5x; interpolation
16260<=x<16290; y542=9284+-0.566667x; interpolation
16290<=x<16320; y543=-9721+0.6x; interpolation
16320<=x<16350; y544=8775+-0.533333x; interpolation
16350<=x<16380; y545=-8665+0.533333x; interpolation
16380<=x<16410; y546=8261+-0.5x; interpolation
16410<=x<16440; y547=-7055+0.433333x; interpolation
16440<=x<16470; y548=6645+-0.4x; interpolation
16470<=x<16500; y549=-7629+0.466667x; interpolation
16500<=x<16530; y550=7771+-0.466667x; interpolation
16530<=x<16560; y551=-7106+0.433333x; interpolation
16560<=x<16590; y552=7798+-0.466667x; interpolation
16590<=x<16620; y553=-7686+0.466667x; interpolation
16620<=x<16650; y554=7272+-0.433333x; interpolation
16650<=x<16680; y555=-6603+0.4x; interpolation
16680<=x<16710; y556=7853+-0.466667x; interpolation
16710<=x<16740; y557=-9414+0.566667x; interpolation
16740<=x<16770; y558=8442+-0.5x; interpolation
16770<=x<16800; y559=-5533+0.333333x; interpolation
16800<=x<16830; y560=6227+-0.366667x; interpolation
16830<=x<16860; y561=-6676+0.4x; interpolation
16860<=x<16890; y562=7374+-0.433333x; interpolation
16890<=x<16920; y563=-8953+0.533333x; interpolation
16920<=x<16950; y564=8531+-0.5x; interpolation
16950<=x<16980; y565=-8419+0.5x; interpolation
16980<=x<17010; y566=9127+-0.533333x; interpolation
17010<=x<17040; y567=-5615+0.333333x; interpolation
17040<=x<17070; y568=5177+-0.3x; interpolation
17070<=x<17100; y569=-8479+0.5x; interpolation
17100<=x<17130; y570=-1069+0.0666667x; interpolation
17130<=x<17160; y571=10351+-0.6x; interpolation
17160<=x<17190; y572=-9669+0.566667x; interpolation
17190<=x<17220; y573=9813+-0.566667x; interpolation
17220<=x<17250; y574=-8555+0.5x; interpolation
17250<=x<17280; y575=9270+-0.533333x; interpolation
17280<=x<17310; y576=-8586+0.5x; interpolation
17310<=x<17340; y577=-1085+0.0666667x; interpolation
17340<=x<17370; y578=8163+-0.466667x; interpolation
17370<=x<17400; y579=-8049+0.466667x; interpolation
17400<=x<17430; y580=8191+-0.466667x; interpolation
17430<=x<17460; y581=-9239+0.533333x; interpolation
17460<=x<17490; y582=9385+-0.533333x; interpolation
17490<=x<17520; y583=-9271+0.533333x; interpolation
17520<=x<17550; y584=8833+-0.5x; interpolation
17550<=x<17580; y585=-8717+0.5x; interpolation
17580<=x<17610; y586=9449+-0.533333x; interpolation
17610<=x<17640; y587=-7574+0.433333x; interpolation
17640<=x<17670; y588=7714+-0.433333x; interpolation
17670<=x<17700; y589=1235+-0.0666667x; interpolation
17700<=x<17730; y590=-10565+0.6x; interpolation
17730<=x<17760; y591=11302+-0.633333x; interpolation
17760<=x<17790; y592=-11194+0.633333x; interpolation
17790<=x<17820; y593=11933+-0.666667x; interpolation
17820<=x<17850; y594=-10639+0.6x; interpolation
17850<=x<17880; y595=10186+-0.566667x; interpolation
17880<=x<17910; y596=-10674+0.6x; interpolation
17910<=x<17940; y597=10221+-0.566667x; interpolation
17940<=x<17970; y598=-9513+0.533333x; interpolation
17970<=x<18000; y599=10254+-0.566667x; interpolation
18000<=x<18030; y600=-10746+0.6x; interpolation
18030<=x<18060; y601=10890+-0.6x; interpolation
18060<=x<18090; y602=-10180+0.566667x; interpolation
18090<=x<18120; y603=10322+-0.566667x; interpolation
18120<=x<18150; y604=-10818+0.6x; interpolation
18150<=x<18180; y605=10357+-0.566667x; interpolation
18180<=x<18210; y606=-10247+0.566667x; interpolation
18210<=x<18240; y607=10998+-0.6x; interpolation
18240<=x<18270; y608=-10282+0.566667x; interpolation
18270<=x<18300; y609=11033+-0.6x; interpolation
18300<=x<18330; y610=-9707+0.533333x; interpolation
18330<=x<18360; y611=8623+-0.466667x; interpolation
18360<=x<18390; y612=-9125+0.5x; interpolation
18390<=x<18420; y613=70+0x; interpolation
18420<=x<18450; y614=28928+-1.56667x; interpolation
18450<=x<18480; y615=638+-0.0333333x; interpolation
18480<=x<18510; y616=-29546+1.6x; interpolation
18510<=x<18540; y617=10559+-0.566667x; interpolation
18540<=x<18570; y618=-11071+0.6x; interpolation
18570<=x<18600; y619=10594+-0.566667x; interpolation
18600<=x<18630; y620=-10486+0.566667x; interpolation
18630<=x<18660; y621=11249+-0.6x; interpolation
18660<=x<18690; y622=-11143+0.6x; interpolation
18690<=x<18720; y623=10662+-0.566667x; interpolation
18720<=x<18750; y624=-10554+0.566667x; interpolation
18750<=x<18780; y625=11321+-0.6x; interpolation
18780<=x<18810; y626=-9963+0.533333x; interpolation
18810<=x<18840; y627=-1185+0.0666667x; interpolation
18840<=x<18870; y628=699+-0.0333333x; interpolation
18870<=x<18900; y629=-1817+0.1x; interpolation
18900<=x<18930; y630=10153+-0.533333x; interpolation
18930<=x<18960; y631=-3729+0.2x; interpolation
18960<=x<18990; y632=3223+-0.166667x; interpolation
18990<=x<19020; y633=-8171+0.433333x; interpolation
19020<=x<19050; y634=71+0x; interpolation
19050<=x<19080; y635=10866+-0.566667x; interpolation
19080<=x<19110; y636=-11394+0.6x; interpolation
19110<=x<19140; y637=12812+-0.666667x; interpolation
19140<=x<19170; y638=-12070+0.633333x; interpolation
19170<=x<19200; y639=10934+-0.566667x; interpolation
19200<=x<19230; y640=-11466+0.6x; interpolation
19230<=x<19260; y641=10969+-0.566667x; interpolation
19260<=x<19290; y642=-8291+0.433333x; interpolation
19290<=x<19320; y643=8427+-0.433333x; interpolation
19320<=x<19350; y644=-10249+0.533333x; interpolation
19350<=x<19380; y645=11681+-0.6x; interpolation
19380<=x<19410; y646=-10283+0.533333x; interpolation
19410<=x<19440; y647=9774+-0.5x; interpolation
19440<=x<19470; y648=-9666+0.5x; interpolation
19470<=x<19500; y649=9155+-0.466667x; interpolation
19500<=x<19530; y650=-9045+0.466667x; interpolation
19530<=x<19560; y651=10485+-0.533333x; interpolation
19560<=x<19590; y652=-11683+0.6x; interpolation
19590<=x<19620; y653=10519+-0.533333x; interpolation
19620<=x<19650; y654=-10409+0.533333x; interpolation
19650<=x<19680; y655=9896+-0.5x; interpolation
19680<=x<19710; y656=-9784+0.5x; interpolation
19710<=x<19740; y657=12554+-0.633333x; interpolation
19740<=x<19770; y658=-12450+0.633333x; interpolation
19770<=x<19800; y659=11933+-0.6x; interpolation
19800<=x<19830; y660=-12487+0.633333x; interpolation
19830<=x<19860; y661=12631+-0.633333x; interpolation
19860<=x<19890; y662=-3919+0.2x; interpolation
19890<=x<19920; y663=-7234+0.366667x; interpolation
19920<=x<19950; y664=6710+-0.333333x; interpolation
19950<=x<19980; y665=-6590+0.333333x; interpolation
19980<=x<20010; y666=6730+-0.333333x; interpolation
20010<=x<20040; y667=-6610+0.333333x; interpolation
20040<=x<20070; y668=6750+-0.333333x; interpolation
20070<=x<20100; y669=-4623+0.233333x; interpolation
20100<=x<20130; y670=4087+-0.2x; interpolation
20130<=x<20160; y671=-5978+0.3x; interpolation
20160<=x<20190; y672=5446+-0.266667x; interpolation
20190<=x<20220; y673=-3976+0.2x; interpolation
20220<=x<20250; y674=4112+-0.2x; interpolation
20250<=x<20280; y675=-5338+0.266667x; interpolation
20280<=x<20310; y676=-606+0.0333333x; interpolation
20310<=x<20340; y677=1425+-0.0666667x; interpolation
20340<=x<20370; y678=-1965+0.1x; interpolation
20370<=x<20400; y679=1430+-0.0666667x; interpolation
20400<=x<20430; y680=-1970+0.1x; interpolation
20430<=x<20460; y681=1435+-0.0666667x; interpolation
20460<=x<20490; y682=-1293+0.0666667x; interpolation
20490<=x<20520; y683=1439+-0.0666667x; interpolation
20520<=x<20550; y684=71+0x; interpolation
20550<=x<20580; y685=12401+-0.6x; interpolation
20580<=x<20610; y686=19261+-0.933333x; interpolation
20610<=x<20640; y687=2086+-0.1x; interpolation
20640<=x<20670; y688=-21306+1.03333x; interpolation
20670<=x<20700; y689=-12349+0.6x; interpolation
20700<=x<20730; y690=12491+-0.6x; interpolation
20730<=x<20760; y691=-12385+0.6x; interpolation
20760<=x<20790; y692=12527+-0.6x; interpolation
20790<=x<20820; y693=-12421+0.6x; interpolation
20820<=x<20850; y694=11869+-0.566667x; interpolation
20850<=x<20880; y695=-11761+0.566667x; interpolation
20880<=x<20910; y696=12599+-0.6x; interpolation
20910<=x<20940; y697=-13190+0.633333x; interpolation
20940<=x<20970; y698=13334+-0.633333x; interpolation
20970<=x<21000; y699=-12529+0.6x; interpolation
21000<=x<21030; y700=12671+-0.6x; interpolation
21030<=x<21060; y701=-11864+0.566667x; interpolation
21060<=x<21090; y702=13408+-0.633333x; interpolation
21090<=x<21120; y703=-12603+0.6x; interpolation
21120<=x<21150; y704=11333+-0.533333x; interpolation
21150<=x<21180; y705=-11227+0.533333x; interpolation
21180<=x<21210; y706=10659+-0.5x; interpolation
21210<=x<21240; y707=-11258+0.533333x; interpolation
21240<=x<21270; y708=10690+-0.5x; interpolation
21270<=x<21300; y709=-11289+0.533333x; interpolation
21300<=x<21330; y710=11431+-0.533333x; interpolation
21330<=x<21360; y711=-12032+0.566667x; interpolation
21360<=x<21390; y712=12888+-0.6x; interpolation
21390<=x<21420; y713=2193+-0.1x; interpolation
21420<=x<21450; y714=-1377+0.0666667x; interpolation
21450<=x<21480; y715=-12817+0.6x; interpolation
21480<=x<21510; y716=12243+-0.566667x; interpolation
21510<=x<21540; y717=-13569+0.633333x; interpolation
21540<=x<21570; y718=13715+-0.633333x; interpolation
21570<=x<21600; y719=-5698+0.266667x; interpolation
21600<=x<21630; y720=6542+-0.3x; interpolation
21630<=x<21660; y721=-14367+0.666667x; interpolation
21660<=x<21690; y722=14513+-0.666667x; interpolation
21690<=x<21720; y723=-14407+0.666667x; interpolation
21720<=x<21750; y724=13829+-0.633333x; interpolation
21750<=x<21780; y725=-11546+0.533333x; interpolation
21780<=x<21810; y726=12412+-0.566667x; interpolation
21810<=x<21840; y727=-12306+0.566667x; interpolation
21840<=x<21870; y728=12446+-0.566667x; interpolation
21870<=x<21900; y729=-9424+0.433333x; interpolation
21900<=x<21930; y730=9556+-0.433333x; interpolation
21930<=x<21960; y731=-13836+0.633333x; interpolation
21960<=x<21990; y732=15444+-0.7x; interpolation
21990<=x<22020; y733=-16075+0.733333x; interpolation
22020<=x<22050; y734=15487+-0.7x; interpolation
22050<=x<22080; y735=-13178+0.6x; interpolation
22080<=x<22110; y736=11846+-0.533333x; interpolation
22110<=x<22140; y737=-12475+0.566667x; interpolation
22140<=x<22170; y738=12617+-0.566667x; interpolation
22170<=x<22200; y739=-12509+0.566667x; interpolation
22200<=x<22230; y740=13391+-0.6x; interpolation
22230<=x<22260; y741=-13285+0.6x; interpolation
22260<=x<22290; y742=13427+-0.6x; interpolation
22290<=x<22320; y743=-12578+0.566667x; interpolation
22320<=x<22350; y744=814+-0.0333333x; interpolation
22350<=x<22380; y745=11244+-0.5x; interpolation
22380<=x<22410; y746=-11136+0.5x; interpolation
22410<=x<22440; y747=5298+-0.233333x; interpolation
22440<=x<22470; y748=-5174+0.233333x; interpolation
22470<=x<22500; y749=10555+-0.466667x; interpolation
22500<=x<22530; y750=-11195+0.5x; interpolation
22530<=x<22560; y751=-2934+0.133333x; interpolation
22560<=x<22590; y752=3082+-0.133333x; interpolation
22590<=x<22620; y753=12871+-0.566667x; interpolation
22620<=x<22650; y754=-2209+0.1x; interpolation
22650<=x<22680; y755=-8249+0.366667x; interpolation
22680<=x<22710; y756=-5225+0.233333x; interpolation
22710<=x<22740; y757=4616+-0.2x; interpolation
22740<=x<22770; y758=-690+0.0333333x; interpolation
22770<=x<22800; y759=-2208+0.1x; interpolation
22800<=x<22830; y760=832+-0.0333333x; interpolation
22830<=x<22860; y761=9964+-0.433333x; interpolation
22860<=x<22890; y762=1582+-0.0666667x; interpolation
22890<=x<22920; y763=-11389+0.5x; interpolation
22920<=x<22950; y764=71+0x; interpolation
22950<=x<22980; y765=11546+-0.5x; interpolation
22980<=x<23010; y766=-12200+0.533333x; interpolation
23010<=x<23040; y767=3140+-0.133333x; interpolation
23040<=x<23070; y768=29252+-1.26667x; interpolation
23070<=x<23100; y769=4644+-0.2x; interpolation
23100<=x<23130; y770=-34626+1.5x; interpolation
23130<=x<23160; y771=1611+-0.0666667x; interpolation
23160<=x<23190; y772=-5337+0.233333x; interpolation
23190<=x<23220; y773=5485+-0.233333x; interpolation
23220<=x<23250; y774=9355+-0.4x; interpolation
23250<=x<23280; y775=-13895+0.6x; interpolation
23280<=x<23310; y776=11713+-0.5x; interpolation
23310<=x<23340; y777=-2273+0.1x; interpolation
23340<=x<23370; y778=3173+-0.133333x; interpolation
23370<=x<23400; y779=-6954+0.3x; interpolation
23400<=x<23430; y780=-5394+0.233333x; interpolation
23430<=x<23460; y781=4759+-0.2x; interpolation
23460<=x<23490; y782=8669+-0.366667x; interpolation
23490<=x<23520; y783=-7774+0.333333x; interpolation
23520<=x<23550; y784=-3070+0.133333x; interpolation
23550<=x<23580; y785=-715+0.0333333x; interpolation
23580<=x<23610; y786=-2287+0.1x; interpolation
23610<=x<23640; y787=11879+-0.5x; interpolation
23640<=x<23670; y788=-9397+0.4x; interpolation
23670<=x<23700; y789=10328+-0.433333x; interpolation
23700<=x<23730; y790=-9422+0.4x; interpolation
23730<=x<23760; y791=-1512+0.0666667x; interpolation
23760<=x<23790; y792=15120+-0.633333x; interpolation
23790<=x<23820; y793=-2326+0.1x; interpolation
23820<=x<23850; y794=-11854+0.5x; interpolation
23850<=x<23880; y795=10406+-0.433333x; interpolation
23880<=x<23910; y796=-11882+0.5x; interpolation
23910<=x<23940; y797=12825+-0.533333x; interpolation
23940<=x<23970; y798=1653+-0.0666667x; interpolation
23970<=x<24000; y799=-14327+0.6x; interpolation
24000<=x<24030; y800=12873+-0.533333x; interpolation
24030<=x<24060; y801=-11958+0.5x; interpolation
24060<=x<24090; y802=-1532+0.0666667x; interpolation
24090<=x<24120; y803=2483+-0.1x; interpolation
24120<=x<24150; y804=875+-0.0333333x; interpolation
24150<=x<24180; y805=10535+-0.433333x; interpolation
24180<=x<24210; y806=863+-0.0333333x; interpolation
24210<=x<24240; y807=-751+0.0333333x; interpolation
24240<=x<24270; y808=-13679+0.566667x; interpolation
24270<=x<24300; y809=4928+-0.2x; interpolation
24300<=x<24330; y810=68+0x; interpolation
24330<=x<24360; y811=-3176+0.133333x; interpolation
24360<=x<24390; y812=-740+0.0333333x; interpolation
24390<=x<24420; y813=886+-0.0333333x; interpolation
24420<=x<24450; y814=72+0x; interpolation
24450<=x<24480; y815=-743+0.0333333x; interpolation
24480<=x<24510; y816=13945+-0.566667x; interpolation
24510<=x<24540; y817=-13016+0.533333x; interpolation
24540<=x<24570; y818=12342+-0.5x; interpolation
24570<=x<24600; y819=57+0x; interpolation
24600<=x<24630; y820=-13883+0.566667x; interpolation
24630<=x<24660; y821=1716+-0.0666667x; interpolation
24660<=x<24690; y822=-1572+0.0666667x; interpolation
24690<=x<24720; y823=1720+-0.0666667x; interpolation
24720<=x<24750; y824=-1576+0.0666667x; interpolation
24750<=x<24780; y825=2549+-0.1x; interpolation
24780<=x<24810; y826=-2407+0.1x; interpolation
24810<=x<24840; y827=2555+-0.1x; interpolation
24840<=x<24870; y828=-2413+0.1x; interpolation
24870<=x<24900; y829=13338+-0.533333x; interpolation
24900<=x<24930; y830=-13222+0.533333x; interpolation
24930<=x<24960; y831=12539+-0.5x; interpolation
24960<=x<24990; y832=-12421+0.5x; interpolation
24990<=x<25020; y833=2573+-0.1x; interpolation
25020<=x<25050; y834=12581+-0.5x; interpolation
25050<=x<25080; y835=-13304+0.533333x; interpolation
25080<=x<25110; y836=-764+0.0333333x; interpolation
25110<=x<25140; y837=2584+-0.1x; interpolation
25140<=x<25170; y838=70+0x; interpolation
25170<=x<25200; y839=-3286+0.133333x; interpolation
25200<=x<25230; y840=14354+-0.566667x; interpolation
25230<=x<25260; y841=-13399+0.533333x; interpolation
25260<=x<25290; y842=13545+-0.533333x; interpolation
25290<=x<25320; y843=57+0x; interpolation
25320<=x<25350; y844=-15135+0.6x; interpolation
25350<=x<25380; y845=2610+-0.1x; interpolation
25380<=x<25410; y846=4302+-0.166667x; interpolation
25410<=x<25440; y847=31406+-1.23333x; interpolation
25440<=x<25470; y848=4270+-0.166667x; interpolation
25470<=x<25500; y849=-39029+1.53333x; interpolation
25500<=x<25530; y850=-1629+0.0666667x; interpolation
25530<=x<25560; y851=1775+-0.0666667x; interpolation
25560<=x<25590; y852=-781+0.0333333x; interpolation
25590<=x<25620; y853=12867+-0.5x; interpolation
25620<=x<25650; y854=3473+-0.133333x; interpolation
25650<=x<25680; y855=-17047+0.666667x; interpolation
25680<=x<25710; y856=1785+-0.0666667x; interpolation
25710<=x<25740; y857=12069+-0.466667x; interpolation
25740<=x<25770; y858=-14529+0.566667x; interpolation
25770<=x<25800; y859=2651+-0.1x; interpolation
25800<=x<25830; y860=13831+-0.533333x; interpolation
25830<=x<25860; y861=-3389+0.133333x; interpolation
25860<=x<25890; y862=-11147+0.433333x; interpolation
25890<=x<25920; y863=12154+-0.466667x; interpolation
25920<=x<25950; y864=922+-0.0333333x; interpolation
25950<=x<25980; y865=-1673+0.0666667x; interpolation
25980<=x<26010; y866=1791+-0.0666667x; interpolation
26010<=x<26040; y867=-810+0.0333333x; interpolation
26040<=x<26070; y868=2662+-0.1x; interpolation
26070<=x<26100; y869=-3421+0.133333x; interpolation
26100<=x<26130; y870=-12121+0.466667x; interpolation
26130<=x<26160; y871=73+0x; interpolation
26160<=x<26190; y872=945+-0.0333333x; interpolation
26190<=x<26220; y873=1818+-0.0666667x; interpolation
26220<=x<26250; y874=11432+-0.433333x; interpolation
26250<=x<26280; y875=-1693+0.0666667x; interpolation
26280<=x<26310; y876=-10453+0.4x; interpolation
26310<=x<26340; y877=11472+-0.433333x; interpolation
26340<=x<26370; y878=-13990+0.533333x; interpolation
26370<=x<26400; y879=2711+-0.1x; interpolation
26400<=x<26430; y880=-2569+0.1x; interpolation
26430<=x<26460; y881=14170+-0.533333x; interpolation
26460<=x<26490; y882=-13172+0.5x; interpolation
26490<=x<26520; y883=1839+-0.0666667x; interpolation
26520<=x<26550; y884=-1697+0.0666667x; interpolation
26550<=x<26580; y885=1843+-0.0666667x; interpolation
26580<=x<26610; y886=12475+-0.466667x; interpolation
26610<=x<26640; y887=-12361+0.466667x; interpolation
26640<=x<26670; y888=14279+-0.533333x; interpolation
26670<=x<26700; y889=-15058+0.566667x; interpolation
26700<=x<26730; y890=14312+-0.533333x; interpolation
26730<=x<26760; y891=-2617+0.1x; interpolation
26760<=x<26790; y892=1843+-0.0666667x; interpolation
26790<=x<26820; y893=-15124+0.566667x; interpolation
26820<=x<26850; y894=15272+-0.566667x; interpolation
26850<=x<26880; y895=-838+0.0333333x; interpolation
26880<=x<26910; y896=-8902+0.333333x; interpolation
26910<=x<26940; y897=8141+-0.3x; interpolation
26940<=x<26970; y898=-13411+0.5x; interpolation
26970<=x<27000; y899=12660+-0.466667x; interpolation
27000<=x<27030; y900=-12540+0.466667x; interpolation
27030<=x<27060; y901=14490+-0.533333x; interpolation
27060<=x<27090; y902=-13472+0.5x; interpolation
27090<=x<27120; y903=12715+-0.466667x; interpolation
27120<=x<27150; y904=1867+-0.0666667x; interpolation
27150<=x<27180; y905=-1753+0.0666667x; interpolation
27180<=x<27210; y906=-12625+0.466667x; interpolation
27210<=x<27240; y907=11864+-0.433333x; interpolation
27240<=x<27270; y908=1876+-0.0666667x; interpolation
27270<=x<27300; y909=-11759+0.433333x; interpolation
27300<=x<27330; y910=12811+-0.466667x; interpolation
27330<=x<27360; y911=-854+0.0333333x; interpolation
27360<=x<27390; y912=58+0x; interpolation
27390<=x<27420; y913=-9072+0.333333x; interpolation
27420<=x<27450; y914=-6330+0.233333x; interpolation
27450<=x<27480; y915=6480+-0.233333x; interpolation
27480<=x<27510; y916=10144+-0.366667x; interpolation
27510<=x<27540; y917=-9113+0.333333x; interpolation
27540<=x<27570; y918=8329+-0.3x; interpolation
27570<=x<27600; y919=-861+0.0333333x; interpolation
27600<=x<27630; y920=-12821+0.466667x; interpolation
27630<=x<27660; y921=12046+-0.433333x; interpolation
27660<=x<27690; y922=5592+-0.2x; interpolation
27690<=x<27720; y923=15745+-0.566667x; interpolation
27720<=x<27750; y924=10201+-0.366667x; interpolation
27750<=x<27780; y925=-36974+1.33333x; interpolation
27780<=x<27810; y926=9326+-0.333333x; interpolation
27810<=x<27840; y927=-11068+0.4x; interpolation
27840<=x<27870; y928=-3644+0.133333x; interpolation
27870<=x<27900; y929=10291+-0.366667x; interpolation
27900<=x<27930; y930=5641+-0.2x; interpolation
27930<=x<27960; y931=-11117+0.4x; interpolation
27960<=x<27990; y932=-6457+0.233333x; interpolation
27990<=x<28020; y933=6605+-0.233333x; interpolation
28020<=x<28050; y934=11275+-0.4x; interpolation
28050<=x<28080; y935=-5555+0.2x; interpolation
28080<=x<28110; y936=-12107+0.433333x; interpolation
28110<=x<28140; y937=10381+-0.366667x; interpolation
28140<=x<28170; y938=-9317+0.333333x; interpolation
28170<=x<28200; y939=5707+-0.2x; interpolation
28200<=x<28230; y940=9467+-0.333333x; interpolation
28230<=x<28260; y941=-9353+0.333333x; interpolation
28260<=x<28290; y942=-5585+0.2x; interpolation
28290<=x<28320; y943=6674+-0.233333x; interpolation
28320<=x<28350; y944=-3710+0.133333x; interpolation
28350<=x<28380; y945=6685+-0.233333x; interpolation
28380<=x<28410; y946=6685+-0.233333x; interpolation
28410<=x<28440; y947=-7520+0.266667x; interpolation
28440<=x<28470; y948=-9416+0.333333x; interpolation
28470<=x<28500; y949=21901+-0.766667x; interpolation
28500<=x<28530; y950=-5649+0.2x; interpolation
28530<=x<28560; y951=-17061+0.6x; interpolation
28560<=x<28590; y952=2931+-0.1x; interpolation
28590<=x<28620; y953=-881+0.0333333x; interpolation
28620<=x<28650; y954=15337+-0.533333x; interpolation
28650<=x<28680; y955=-12358+0.433333x; interpolation
28680<=x<28710; y956=12498+-0.433333x; interpolation
28710<=x<28740; y957=57+0x; interpolation
28740<=x<28770; y958=2931+-0.1x; interpolation
28770<=x<28800; y959=-19126+0.666667x; interpolation
28800<=x<28830; y960=1034+-0.0333333x; interpolation
28830<=x<28860; y961=17371+-0.6x; interpolation
28860<=x<28890; y962=-1869+0.0666667x; interpolation
28890<=x<28920; y963=-14388+0.5x; interpolation
28920<=x<28950; y964=16460+-0.566667x; interpolation
28950<=x<28980; y965=-1875+0.0666667x; interpolation
28980<=x<29010; y966=-14433+0.5x; interpolation
29010<=x<29040; y967=-1862+0.0666667x; interpolation
29040<=x<29070; y968=15562+-0.533333x; interpolation
29070<=x<29100; y969=1996+-0.0666667x; interpolation
29100<=x<29130; y970=-15464+0.533333x; interpolation
29130<=x<29160; y971=14637+-0.5x; interpolation
29160<=x<29190; y972=57+0x; interpolation
29190<=x<29220; y973=-16484+0.566667x; interpolation
29220<=x<29250; y974=2996+-0.1x; interpolation
29250<=x<29280; y975=-1879+0.0666667x; interpolation
29280<=x<29310; y976=14713+-0.5x; interpolation
29310<=x<29340; y977=58+0x; interpolation
29340<=x<29370; y978=1036+-0.0333333x; interpolation
29370<=x<29400; y979=57+0x; interpolation
29400<=x<29430; y980=-14643+0.5x; interpolation
29430<=x<29460; y981=14787+-0.5x; interpolation
29460<=x<29490; y982=57+0x; interpolation
29490<=x<29520; y983=-16654+0.566667x; interpolation
29520<=x<29550; y984=15818+-0.533333x; interpolation
29550<=x<29580; y985=2028+-0.0666667x; interpolation
29580<=x<29610; y986=-1916+0.0666667x; interpolation
29610<=x<29640; y987=2032+-0.0666667x; interpolation
29640<=x<29670; y988=-15752+0.533333x; interpolation
29670<=x<29700; y989=-1906+0.0666667x; interpolation
29700<=x<29730; y990=74+0x; interpolation
29730<=x<29760; y991=7011+-0.233333x; interpolation
29760<=x<29790; y992=-4893+0.166667x; interpolation
29790<=x<29820; y993=72+0x; interpolation
29820<=x<29850; y994=2060+-0.0666667x; interpolation
29850<=x<29880; y995=13005+-0.433333x; interpolation
29880<=x<29910; y996=57+0x; interpolation
29910<=x<29940; y997=-15895+0.533333x; interpolation
29940<=x<29970; y998=43985+-1.46667x; interpolation
29970<=x<30000; y999=3026+-0.1x; interpolation
30000<=x<30030; y1000=-46974+1.56667x; interpolation
30030<=x<30060; y1001=15088+-0.5x; interpolation
30060<=x<30090; y1002=-11966+0.4x; interpolation
30090<=x<30120; y1003=14112+-0.466667x; interpolation
30120<=x<30150; y1004=-1952+0.0666667x; interpolation
30150<=x<30180; y1005=3073+-0.1x; interpolation
30180<=x<30210; y1006=-16041+0.533333x; interpolation
30210<=x<30240; y1007=71+0x; interpolation
30240<=x<30270; y1008=4103+-0.133333x; interpolation
30270<=x<30300; y1009=-3969+0.133333x; interpolation
30300<=x<30330; y1010=10171+-0.333333x; interpolation
30330<=x<30360; y1011=-12071+0.4x; interpolation
30360<=x<30390; y1012=2097+-0.0666667x; interpolation
30390<=x<30420; y1013=15266+-0.5x; interpolation
30420<=x<30450; y1014=-1972+0.0666667x; interpolation
30450<=x<30480; y1015=-16182+0.533333x; interpolation
30480<=x<30510; y1016=4138+-0.133333x; interpolation
30510<=x<30540; y1017=-3998+0.133333x; interpolation
30540<=x<30570; y1018=3128+-0.1x; interpolation
30570<=x<30600; y1019=14337+-0.466667x; interpolation
30600<=x<30630; y1020=-16263+0.533333x; interpolation
30630<=x<30660; y1021=21514+-0.7x; interpolation
30660<=x<30690; y1022=-5058+0.166667x; interpolation
30690<=x<30720; y1023=-966+0.0333333x; interpolation
30720<=x<30750; y1024=-16326+0.533333x; interpolation
30750<=x<30780; y1025=14424+-0.466667x; interpolation
30780<=x<30810; y1026=-11226+0.366667x; interpolation
30810<=x<30840; y1027=12395+-0.4x; interpolation
30840<=x<30870; y1028=2115+-0.0666667x; interpolation
30870<=x<30900; y1029=-2001+0.0666667x; interpolation
30900<=x<30930; y1030=-14361+0.466667x; interpolation
30930<=x<30960; y1031=73+0x; interpolation
30960<=x<30990; y1032=15553+-0.5x; interpolation
30990<=x<31020; y1033=58+0x; interpolation
31020<=x<31050; y1034=1092+-0.0333333x; interpolation
31050<=x<31080; y1035=-17538+0.566667x; interpolation
31080<=x<31110; y1036=16650+-0.533333x; interpolation
31110<=x<31140; y1037=-8238+0.266667x; interpolation
31140<=x<31170; y1038=-7200+0.233333x; interpolation
31170<=x<31200; y1039=16697+-0.533333x; interpolation
31200<=x<31230; y1040=57+0x; interpolation
31230<=x<31260; y1041=-14517+0.466667x; interpolation
31260<=x<31290; y1042=15701+-0.5x; interpolation
31290<=x<31320; y1043=-19761+0.633333x; interpolation
31320<=x<31350; y1044=4251+-0.133333x; interpolation
31350<=x<31380; y1045=-5154+0.166667x; interpolation
31380<=x<31410; y1046=3214+-0.1x; interpolation
31410<=x<31440; y1047=-974+0.0333333x; interpolation
31440<=x<31470; y1048=16842+-0.533333x; interpolation
31470<=x<31500; y1049=-16726+0.533333x; interpolation
