0<=x<30; y0=50+0.6x; interpolation
31500<=x<31530; y1050=1124+-0.0333333x; interpolation
31530<=x<31560; y1051=-978+0.0333333x; interpolation
31560<=x<31590; y1052=3230+-0.1x; interpolation
31590<=x<31620; y1053=13760+-0.433333x; interpolation
31620<=x<31650; y1054=58+0x; interpolation
31650<=x<31680; y1055=-18932+0.6x; interpolation
31680<=x<31710; y1056=22252+-0.7x; interpolation
31710<=x<31740; y1057=-21085+0.666667x; interpolation
31740<=x<31770; y1058=2191+-0.0666667x; interpolation
31770<=x<31800; y1059=17017+-0.533333x; interpolation
31800<=x<31830; y1060=-1003+0.0333333x; interpolation
31830<=x<31860; y1061=-17979+0.566667x; interpolation
31860<=x<31890; y1062=18129+-0.566667x; interpolation
31890<=x<31920; y1063=-16950+0.533333x; interpolation
31920<=x<31950; y1064=2202+-0.0666667x; interpolation
31950<=x<31980; y1065=-2058+0.0666667x; interpolation
31980<=x<32010; y1066=5404+-0.166667x; interpolation
32010<=x<32040; y1067=12873+-0.4x; interpolation
32040<=x<32070; y1068=-1011+0.0333333x; interpolation
32070<=x<32100; y1069=1127+-0.0333333x; interpolation
32100<=x<32130; y1070=-1013+0.0333333x; interpolation
32130<=x<32160; y1071=58+0x; interpolation
32160<=x<32190; y1072=-16022+0.5x; interpolation
32190<=x<32220; y1073=15095+-0.466667x; interpolation
32220<=x<32250; y1074=2207+-0.0666667x; interpolation
32250<=x<32280; y1075=-7468+0.233333x; interpolation
32280<=x<32310; y1076=9748+-0.3x; interpolation
32310<=x<32340; y1077=22672+-0.7x; interpolation
32340<=x<32370; y1078=6502+-0.2x; interpolation
32370<=x<32400; y1079=-36658+1.13333x; interpolation
32400<=x<32430; y1080=-9658+0.3x; interpolation
32430<=x<32460; y1081=9800+-0.3x; interpolation
32460<=x<32490; y1082=-11840+0.366667x; interpolation
32490<=x<32520; y1083=11986+-0.366667x; interpolation
32520<=x<32550; y1084=-7526+0.233333x; interpolation
32550<=x<32580; y1085=15259+-0.466667x; interpolation
32580<=x<32610; y1086=-19493+0.6x; interpolation
32610<=x<32640; y1087=19639+-0.6x; interpolation
32640<=x<32670; y1088=-1033+0.0333333x; interpolation
32670<=x<32700; y1089=-19546+0.6x; interpolation
32700<=x<32730; y1090=3344+-0.1x; interpolation
32730<=x<32760; y1091=-1020+0.0333333x; interpolation
32760<=x<32790; y1092=5532+-0.166667x; interpolation
32790<=x<32820; y1093=14276+-0.433333x; interpolation
32820<=x<32850; y1094=-2134+0.0666667x; interpolation
32850<=x<32880; y1095=-16369+0.5x; interpolation
32880<=x<32910; y1096=71+0x; interpolation
32910<=x<32940; y1097=-2123+0.0666667x; interpolation
32940<=x<32970; y1098=-1025+0.0333333x; interpolation
32970<=x<33000; y1099=23153+-0.7x; interpolation
33000<=x<33030; y1100=53+0x; interpolation
33030<=x<33060; y1101=-20866+0.633333x; interpolation
33060<=x<33090; y1102=72+0x; interpolation
33090<=x<33120; y1103=18823+-0.566667x; interpolation
33120<=x<33150; y1104=-1049+0.0333333x; interpolation
33150<=x<33180; y1105=-18729+0.566667x; interpolation
33180<=x<33210; y1106=73+0x; interpolation
33210<=x<33240; y1107=-1034+0.0333333x; interpolation
33240<=x<33270; y1108=10046+-0.3x; interpolation
33270<=x<33300; y1109=-4371+0.133333x; interpolation
33300<=x<33330; y1110=13389+-0.4x; interpolation
33330<=x<33360; y1111=-15497+0.466667x; interpolation
33360<=x<33390; y1112=11191+-0.333333x; interpolation
33390<=x<33420; y1113=-12182+0.366667x; interpolation
33420<=x<33450; y1114=19010+-0.566667x; interpolation
33450<=x<33480; y1115=-20015+0.6x; interpolation
33480<=x<33510; y1116=2305+-0.0666667x; interpolation
33510<=x<33540; y1117=20177+-0.6x; interpolation
33540<=x<33570; y1118=-13363+0.4x; interpolation
33570<=x<33600; y1119=9017+-0.266667x; interpolation
33600<=x<33630; y1120=-15623+0.466667x; interpolation
33630<=x<33660; y1121=-2171+0.0666667x; interpolation
33660<=x<33690; y1122=16903+-0.5x; interpolation
33690<=x<33720; y1123=-14541+0.433333x; interpolation
33720<=x<33750; y1124=3443+-0.1x; interpolation
33750<=x<33780; y1125=-3307+0.1x; interpolation
33780<=x<33810; y1126=2323+-0.0666667x; interpolation
33810<=x<33840; y1127=13593+-0.4x; interpolation
33840<=x<33870; y1128=3441+-0.1x; interpolation
33870<=x<33900; y1129=-21397+0.633333x; interpolation
33900<=x<33930; y1130=6853+-0.2x; interpolation
33930<=x<33960; y1131=13639+-0.4x; interpolation
33960<=x<33990; y1132=-3341+0.1x; interpolation
33990<=x<34020; y1133=-16937+0.5x; interpolation
34020<=x<34050; y1134=15949+-0.466667x; interpolation
34050<=x<34080; y1135=-15831+0.466667x; interpolation
34080<=x<34110; y1136=6889+-0.2x; interpolation
34110<=x<34140; y1137=-1070+0.0333333x; interpolation
34140<=x<34170; y1138=5758+-0.166667x; interpolation
34170<=x<34200; y1139=-11327+0.333333x; interpolation
34200<=x<34230; y1140=5773+-0.166667x; interpolation
34230<=x<34260; y1141=-3355+0.1x; interpolation
34260<=x<34290; y1142=14917+-0.433333x; interpolation
34290<=x<34320; y1143=-13658+0.4x; interpolation
34320<=x<34350; y1144=17230+-0.5x; interpolation
34350<=x<34380; y1145=-14830+0.433333x; interpolation
34380<=x<34410; y1146=18404+-0.533333x; interpolation
34410<=x<34440; y1147=-21741+0.633333x; interpolation
34440<=x<34470; y1148=18439+-0.533333x; interpolation
34470<=x<34500; y1149=-20627+0.6x; interpolation
34500<=x<34530; y1150=20773+-0.6x; interpolation
34530<=x<34560; y1151=-20663+0.6x; interpolation
34560<=x<34590; y1152=2377+-0.0666667x; interpolation
34590<=x<34620; y1153=-2235+0.0666667x; interpolation
34620<=x<34650; y1154=2381+-0.0666667x; interpolation
34650<=x<34680; y1155=19706+-0.566667x; interpolation
34680<=x<34710; y1156=-21910+0.633333x; interpolation
34710<=x<34740; y1157=20899+-0.6x; interpolation
34740<=x<34770; y1158=-20789+0.6x; interpolation
34770<=x<34800; y1159=1232+-0.0333333x; interpolation
34800<=x<34830; y1160=22112+-0.633333x; interpolation
34830<=x<34860; y1161=-20845+0.6x; interpolation
34860<=x<34890; y1162=14015+-0.4x; interpolation
34890<=x<34920; y1163=7037+-0.2x; interpolation
34920<=x<34950; y1164=-20899+0.6x; interpolation
34950<=x<34980; y1165=44341+-1.26667x; interpolation
34980<=x<35010; y1166=10527+-0.3x; interpolation
35010<=x<35040; y1167=2358+-0.0666667x; interpolation
35040<=x<35070; y1168=-2314+0.0666667x; interpolation
35070<=x<35100; y1169=3531+-0.1x; interpolation
35100<=x<35130; y1170=-25719+0.733333x; interpolation
35130<=x<35160; y1171=-14009+0.4x; interpolation
35160<=x<35190; y1172=24667+-0.7x; interpolation
35190<=x<35220; y1173=-11696+0.333333x; interpolation
35220<=x<35250; y1174=28220+-0.8x; interpolation
35250<=x<35280; y1175=20+0x; interpolation
35280<=x<35310; y1176=1196+-0.0333333x; interpolation
35310<=x<35340; y1177=19+0x; interpolation
35340<=x<35370; y1178=1197+-0.0333333x; interpolation
35370<=x<35400; y1179=18+0x; interpolation
35400<=x<35430; y1180=-5882+0.166667x; interpolation
35430<=x<35460; y1181=4747+-0.133333x; interpolation
35460<=x<35490; y1182=-51989+1.46667x; interpolation
35490<=x<35520; y1183=-7035+0.2x; interpolation
35520<=x<35550; y1184=21381+-0.6x; interpolation
35550<=x<35580; y1185=-17724+0.5x; interpolation
35580<=x<35610; y1186=-3492+0.1x; interpolation
0<=x<35610; y=65.0242+-9.26984e-05x; least-squares
