0<=x<30; y0=58+0.633333x; interpolation
1950<=x<1980; y65=194+-0.0666667x; interpolation
1980<=x<2010; y66=-70+0.0666667x; interpolation
2010<=x<2040; y67=198+-0.0666667x; interpolation
2040<=x<2070; y68=-74+0.0666667x; interpolation
2070<=x<2100; y69=-971+0.5x; interpolation
2100<=x<2130; y70=359+-0.133333x; interpolation
2130<=x<2160; y71=3554+-1.63333x; interpolation
2160<=x<2190; y72=242+-0.1x; interpolation
2190<=x<2220; y73=-4065+1.86667x; interpolation
2220<=x<2250; y74=1189+-0.5x; interpolation
2250<=x<2280; y75=-1061+0.5x; interpolation
2280<=x<2310; y76=1219+-0.5x; interpolation
2310<=x<2340; y77=-1091+0.5x; interpolation
2340<=x<2370; y78=-77+0.0666667x; interpolation
2370<=x<2400; y79=1582+-0.633333x; interpolation
2400<=x<2430; y80=-1458+0.633333x; interpolation
2430<=x<2460; y81=243+-0.0666667x; interpolation
2460<=x<2490; y82=1309+-0.5x; interpolation
2490<=x<2520; y83=147+-0.0333333x; interpolation
2520<=x<2550; y84=-105+0.0666667x; interpolation
2550<=x<2580; y85=-1295+0.533333x; interpolation
2580<=x<2610; y86=253+-0.0666667x; interpolation
2610<=x<2640; y87=1471+-0.533333x; interpolation
2640<=x<2670; y88=-25+0.0333333x; interpolation
2670<=x<2700; y89=-1182+0.466667x; interpolation
2700<=x<2730; y90=258+-0.0666667x; interpolation
2730<=x<2760; y91=-288+0.133333x; interpolation
2760<=x<2790; y92=540+-0.166667x; interpolation
2790<=x<2820; y93=1284+-0.433333x; interpolation
2820<=x<2850; y94=-32+0.0333333x; interpolation
2850<=x<2880; y95=-1647+0.6x; interpolation
2880<=x<2910; y96=1617+-0.533333x; interpolation
2910<=x<2940; y97=-1487+0.533333x; interpolation
2940<=x<2970; y98=767+-0.233333x; interpolation
2970<=x<3000; y99=668+-0.2x; interpolation
3000<=x<3030; y100=-1032+0.366667x; interpolation
3030<=x<3060; y101=79+0x; interpolation
3060<=x<3090; y102=79+0x; interpolation
3090<=x<3120; y103=-127+0.0666667x; interpolation
3120<=x<3150; y104=81+0x; interpolation
3150<=x<3180; y105=1971+-0.6x; interpolation
3180<=x<3210; y106=-1421+0.466667x; interpolation
3210<=x<3240; y107=1575+-0.466667x; interpolation
3240<=x<3270; y108=-45+0.0333333x; interpolation
3270<=x<3300; y109=-1571+0.5x; interpolation
3300<=x<3330; y110=299+-0.0666667x; interpolation
3330<=x<3360; y111=-589+0.2x; interpolation
3360<=x<3390; y112=531+-0.133333x; interpolation
3390<=x<3420; y113=-147+0.0666667x; interpolation
3420<=x<3450; y114=-33+0.0333333x; interpolation
3450<=x<3480; y115=312+-0.0666667x; interpolation
3480<=x<3510; y116=1820+-0.5x; interpolation
3510<=x<3540; y117=-1573+0.466667x; interpolation
3540<=x<3570; y118=315+-0.0666667x; interpolation
3570<=x<3600; y119=-280+0.1x; interpolation
3600<=x<3630; y120=320+-0.0666667x; interpolation
3630<=x<3660; y121=-527+0.166667x; interpolation
3660<=x<3690; y122=693+-0.166667x; interpolation
3690<=x<3720; y123=-414+0.133333x; interpolation
3720<=x<3750; y124=702+-0.166667x; interpolation
3750<=x<3780; y125=1827+-0.466667x; interpolation
3780<=x<3810; y126=-2331+0.633333x; interpolation
3810<=x<3840; y127=209+-0.0333333x; interpolation
3840<=x<3870; y128=977+-0.233333x; interpolation
3870<=x<3900; y129=1493+-0.366667x; interpolation
3900<=x<3930; y130=-197+0.0666667x; interpolation
3930<=x<3960; y131=-1769+0.466667x; interpolation
3960<=x<3990; y132=211+-0.0333333x; interpolation
3990<=x<4020; y133=2073+-0.5x; interpolation
4020<=x<4050; y134=-205+0.0666667x; interpolation
4050<=x<4080; y135=-1825+0.466667x; interpolation
4080<=x<4110; y136=1167+-0.266667x; interpolation
4110<=x<4140; y137=1304+-0.3x; interpolation
4140<=x<4170; y138=-2560+0.633333x; interpolation
4170<=x<4200; y139=81+0x; interpolation
4200<=x<4230; y140=3581+-0.833333x; interpolation
4230<=x<4260; y141=-3469+0.833333x; interpolation
4260<=x<4290; y142=223+-0.0333333x; interpolation
4290<=x<4320; y143=2654+-0.6x; interpolation
4320<=x<4350; y144=-226+0.0666667x; interpolation
4350<=x<4380; y145=-2111+0.5x; interpolation
4380<=x<4410; y146=2853+-0.633333x; interpolation
4410<=x<4440; y147=5352+-1.2x; interpolation
4440<=x<4470; y148=-6044+1.36667x; interpolation
4470<=x<4500; y149=512+-0.1x; interpolation
4500<=x<4530; y150=-2038+0.466667x; interpolation
4530<=x<4560; y151=-377+0.1x; interpolation
4560<=x<4590; y152=687+-0.133333x; interpolation
4590<=x<4620; y153=-537+0.133333x; interpolation
4620<=x<4650; y154=541+-0.1x; interpolation
4650<=x<4680; y155=-389+0.1x; interpolation
4680<=x<4710; y156=391+-0.0666667x; interpolation
4710<=x<4740; y157=-237+0.0666667x; interpolation
4740<=x<4770; y158=79+0x; interpolation
4770<=x<4800; y159=2623+-0.533333x; interpolation
4800<=x<4830; y160=-2817+0.6x; interpolation
4830<=x<4860; y161=3140+-0.633333x; interpolation
4860<=x<4890; y162=-2854+0.6x; interpolation
4890<=x<4920; y163=2688+-0.533333x; interpolation
4920<=x<4950; y164=-2560+0.533333x; interpolation
4950<=x<4980; y165=2720+-0.533333x; interpolation
4980<=x<5010; y166=-268+0.0666667x; interpolation
5010<=x<5040; y167=-1938+0.4x; interpolation
5040<=x<5070; y168=2262+-0.433333x; interpolation
5070<=x<5100; y169=-2470+0.5x; interpolation
5100<=x<5130; y170=930+-0.166667x; interpolation
5130<=x<5160; y171=2127+-0.4x; interpolation
5160<=x<5190; y172=-2689+0.533333x; interpolation
5190<=x<5220; y173=3020+-0.566667x; interpolation
5220<=x<5250; y174=-3070+0.6x; interpolation
5250<=x<5280; y175=3055+-0.566667x; interpolation
5280<=x<5310; y176=-817+0.166667x; interpolation
5310<=x<5340; y177=-1702+0.333333x; interpolation
5340<=x<5370; y178=1680+-0.3x; interpolation
5370<=x<5400; y179=-1721+0.333333x; interpolation
5400<=x<5430; y180=1879+-0.333333x; interpolation
5430<=x<5460; y181=-1741+0.333333x; interpolation
5460<=x<5490; y182=1353+-0.233333x; interpolation
5490<=x<5520; y183=1719+-0.3x; interpolation
5520<=x<5550; y184=-3065+0.566667x; interpolation
5550<=x<5580; y185=3225+-0.566667x; interpolation
5580<=x<5610; y186=-3285+0.6x; interpolation
5610<=x<5640; y187=4008+-0.7x; interpolation
5640<=x<5670; y188=-3512+0.633333x; interpolation
5670<=x<5700; y189=79+0x; interpolation
5700<=x<5730; y190=3309+-0.566667x; interpolation
5730<=x<5760; y191=-3567+0.633333x; interpolation
5760<=x<5790; y192=3729+-0.633333x; interpolation
5790<=x<5820; y193=-3605+0.633333x; interpolation
5820<=x<5850; y194=3767+-0.633333x; interpolation
5850<=x<5880; y195=-3448+0.6x; interpolation
5880<=x<5910; y196=4000+-0.666667x; interpolation
5910<=x<5940; y197=-4077+0.7x; interpolation
5940<=x<5970; y198=-315+0.0666667x; interpolation
5970<=x<6000; y199=1277+-0.2x; interpolation
6000<=x<6030; y200=3077+-0.5x; interpolation
6030<=x<6060; y201=-3958+0.666667x; interpolation
6060<=x<6090; y202=4122+-0.666667x; interpolation
6090<=x<6120; y203=-3795+0.633333x; interpolation
6120<=x<6150; y204=693+-0.1x; interpolation
6150<=x<6180; y205=283+-0.0333333x; interpolation
6180<=x<6210; y206=-747+0.133333x; interpolation
6210<=x<6240; y207=4014+-0.633333x; interpolation
6240<=x<6270; y208=-3682+0.6x; interpolation
6270<=x<6300; y209=3633+-0.566667x; interpolation
6300<=x<6330; y210=-3297+0.533333x; interpolation
6330<=x<6360; y211=3455+-0.533333x; interpolation
6360<=x<6390; y212=-3541+0.566667x; interpolation
6390<=x<6420; y213=-133+0.0333333x; interpolation
6420<=x<6450; y214=509+-0.0666667x; interpolation
6450<=x<6480; y215=-351+0.0666667x; interpolation
6480<=x<6510; y216=4185+-0.633333x; interpolation
6510<=x<6540; y217=-3627+0.566667x; interpolation
6540<=x<6570; y218=3785+-0.566667x; interpolation
6570<=x<6600; y219=-3880+0.6x; interpolation
6600<=x<6630; y220=4480+-0.666667x; interpolation
6630<=x<6660; y221=-824+0.133333x; interpolation
6660<=x<6690; y222=-3710+0.566667x; interpolation
6690<=x<6720; y223=750+-0.1x; interpolation
6720<=x<6750; y224=3662+-0.533333x; interpolation
6750<=x<6780; y225=512+-0.0666667x; interpolation
6780<=x<6810; y226=7066+-1.03333x; interpolation
6810<=x<6840; y227=256+-0.0333333x; interpolation
6840<=x<6870; y228=-10916+1.6x; interpolation
6870<=x<6900; y229=-153+0.0333333x; interpolation
6900<=x<6930; y230=77+0x; interpolation
6930<=x<6960; y231=539+-0.0666667x; interpolation
6960<=x<6990; y232=-389+0.0666667x; interpolation
6990<=x<7020; y233=310+-0.0333333x; interpolation
7020<=x<7050; y234=1480+-0.2x; interpolation
7050<=x<7080; y235=-2045+0.3x; interpolation
7080<=x<7110; y236=551+-0.0666667x; interpolation
7110<=x<7140; y237=3395+-0.466667x; interpolation
7140<=x<7170; y238=-3983+0.566667x; interpolation
7170<=x<7200; y239=1036+-0.133333x; interpolation
7200<=x<7230; y240=-1364+0.2x; interpolation
7230<=x<7260; y241=1769+-0.233333x; interpolation
7260<=x<7290; y242=3221+-0.433333x; interpolation
7290<=x<7320; y243=-4312+0.6x; interpolation
7320<=x<7350; y244=4472+-0.6x; interpolation
7350<=x<7380; y245=-183+0.0333333x; interpolation
7380<=x<7410; y246=-4365+0.6x; interpolation
7410<=x<7440; y247=4527+-0.6x; interpolation
7440<=x<7470; y248=-4649+0.633333x; interpolation
7470<=x<7500; y249=829+-0.1x; interpolation
7500<=x<7530; y250=-171+0.0333333x; interpolation
7530<=x<7560; y251=1335+-0.166667x; interpolation
7560<=x<7590; y252=3351+-0.433333x; interpolation
7590<=x<7620; y253=-191+0.0333333x; interpolation
7620<=x<7650; y254=-3747+0.5x; interpolation
7650<=x<7680; y255=78+0x; interpolation
7680<=x<7710; y256=-434+0.0666667x; interpolation
7710<=x<7740; y257=594+-0.0666667x; interpolation
7740<=x<7770; y258=4206+-0.533333x; interpolation
7770<=x<7800; y259=-456+0.0666667x; interpolation
7800<=x<7830; y260=-4356+0.566667x; interpolation
7830<=x<7860; y261=4518+-0.566667x; interpolation
7860<=x<7890; y262=-4914+0.633333x; interpolation
7890<=x<7920; y263=1398+-0.166667x; interpolation
7920<=x<7950; y264=-450+0.0666667x; interpolation
7950<=x<7980; y265=345+-0.0333333x; interpolation
7980<=x<8010; y266=4601+-0.566667x; interpolation
8010<=x<8040; y267=-4744+0.6x; interpolation
8040<=x<8070; y268=4904+-0.6x; interpolation
8070<=x<8100; y269=-4511+0.566667x; interpolation
8100<=x<8130; y270=4129+-0.5x; interpolation
8130<=x<8160; y271=64+0x; interpolation
8160<=x<8190; y272=336+-0.0333333x; interpolation
8190<=x<8220; y273=-3213+0.4x; interpolation
8220<=x<8250; y274=-1569+0.2x; interpolation
8250<=x<8280; y275=4756+-0.566667x; interpolation
8280<=x<8310; y276=-4352+0.533333x; interpolation
8310<=x<8340; y277=4512+-0.533333x; interpolation
8340<=x<8370; y278=-4384+0.533333x; interpolation
8370<=x<8400; y279=359+-0.0333333x; interpolation
8400<=x<8430; y280=4839+-0.566667x; interpolation
8430<=x<8460; y281=-5277+0.633333x; interpolation
8460<=x<8490; y282=2055+-0.233333x; interpolation
8490<=x<8520; y283=-209+0.0333333x; interpolation
8520<=x<8550; y284=3483+-0.4x; interpolation
8550<=x<8580; y285=-5067+0.6x; interpolation
8580<=x<8610; y286=5515+-0.633333x; interpolation
8610<=x<8640; y287=-5391+0.633333x; interpolation
8640<=x<8670; y288=4401+-0.5x; interpolation
8670<=x<8700; y289=-4847+0.566667x; interpolation
8700<=x<8730; y290=6173+-0.7x; interpolation
8730<=x<8760; y291=-5467+0.633333x; interpolation
8760<=x<8790; y292=6213+-0.7x; interpolation
8790<=x<8820; y293=-1112+0.133333x; interpolation
8820<=x<8850; y294=-4346+0.5x; interpolation
8850<=x<8880; y295=-511+0.0666667x; interpolation
8880<=x<8910; y296=81+0x; interpolation
8910<=x<8940; y297=378+-0.0333333x; interpolation
8940<=x<8970; y298=378+-0.0333333x; interpolation
8970<=x<9000; y299=4564+-0.5x; interpolation
9000<=x<9030; y300=-236+0.0333333x; interpolation
9030<=x<9060; y301=-3848+0.433333x; interpolation
9060<=x<9090; y302=3702+-0.4x; interpolation
9090<=x<9120; y303=-3267+0.366667x; interpolation
9120<=x<9150; y304=3421+-0.366667x; interpolation
9150<=x<9180; y305=2201+-0.233333x; interpolation
9180<=x<9210; y306=7709+-0.833333x; interpolation
9210<=x<9240; y307=2183+-0.233333x; interpolation
9240<=x<9270; y308=-11677+1.26667x; interpolation
9270<=x<9300; y309=-4261+0.466667x; interpolation
9300<=x<9330; y310=4109+-0.433333x; interpolation
9330<=x<9360; y311=-3355+0.366667x; interpolation
9360<=x<9390; y312=3509+-0.366667x; interpolation
9390<=x<9420; y313=-4316+0.466667x; interpolation
9420<=x<9450; y314=2278+-0.233333x; interpolation
9450<=x<9480; y315=-2132+0.233333x; interpolation
9480<=x<9510; y316=1660+-0.166667x; interpolation
9510<=x<9540; y317=4196+-0.433333x; interpolation
9540<=x<9570; y318=-1846+0.2x; interpolation
9570<=x<9600; y319=-3441+0.366667x; interpolation
9600<=x<9630; y320=1679+-0.166667x; interpolation
9630<=x<9660; y321=-2494+0.266667x; interpolation
9660<=x<9690; y322=2980+-0.3x; interpolation
9690<=x<9720; y323=4272+-0.433333x; interpolation
9720<=x<9750; y324=-6096+0.633333x; interpolation
9750<=x<9780; y325=5279+-0.533333x; interpolation
9780<=x<9810; y326=-5479+0.566667x; interpolation
9810<=x<9840; y327=407+-0.0333333x; interpolation
9840<=x<9870; y328=3687+-0.366667x; interpolation
9870<=x<9900; y329=-3222+0.333333x; interpolation
9900<=x<9930; y330=1068+-0.1x; interpolation
9930<=x<9960; y331=-918+0.1x; interpolation
9960<=x<9990; y332=-918+0.1x; interpolation
9990<=x<10020; y333=414+-0.0333333x; interpolation
10020<=x<10050; y334=6426+-0.633333x; interpolation
10050<=x<10080; y335=-5634+0.566667x; interpolation
10080<=x<10110; y336=5454+-0.533333x; interpolation
10110<=x<10140; y337=-275+0.0333333x; interpolation
10140<=x<10170; y338=-6359+0.633333x; interpolation
10170<=x<10200; y339=6184+-0.6x; interpolation
10200<=x<10230; y340=-5376+0.533333x; interpolation
10230<=x<10260; y341=5536+-0.533333x; interpolation
10260<=x<10290; y342=-5066+0.5x; interpolation
10290<=x<10320; y343=1794+-0.166667x; interpolation
10320<=x<10350; y344=-1302+0.133333x; interpolation
10350<=x<10380; y345=5598+-0.533333x; interpolation
10380<=x<10410; y346=-4090+0.4x; interpolation
10410<=x<10440; y347=3544+-0.333333x; interpolation
10440<=x<10470; y348=-5156+0.5x; interpolation
10470<=x<10500; y349=5663+-0.533333x; interpolation
10500<=x<10530; y350=-5537+0.533333x; interpolation
10530<=x<10560; y351=781+-0.0666667x; interpolation
10560<=x<10590; y352=-1331+0.133333x; interpolation
10590<=x<10620; y353=787+-0.0666667x; interpolation
10620<=x<10650; y354=-275+0.0333333x; interpolation
10650<=x<10680; y355=1145+-0.1x; interpolation
10680<=x<10710; y356=5417+-0.5x; interpolation
10710<=x<10740; y357=-6721+0.633333x; interpolation
10740<=x<10770; y358=7599+-0.7x; interpolation
10770<=x<10800; y359=-7838+0.733333x; interpolation
10800<=x<10830; y360=8722+-0.8x; interpolation
10830<=x<10860; y361=-1747+0.166667x; interpolation
10860<=x<10890; y362=-6091+0.566667x; interpolation
10890<=x<10920; y363=806+-0.0666667x; interpolation
10920<=x<10950; y364=-1014+0.1x; interpolation
10950<=x<10980; y365=1176+-0.1x; interpolation
10980<=x<11010; y366=-1020+0.1x; interpolation
11010<=x<11040; y367=7421+-0.666667x; interpolation
11040<=x<11070; y368=-6931+0.633333x; interpolation
11070<=x<11100; y369=7091+-0.633333x; interpolation
11100<=x<11130; y370=-7339+0.666667x; interpolation
11130<=x<11160; y371=6759+-0.6x; interpolation
11160<=x<11190; y372=-309+0.0333333x; interpolation
11190<=x<11220; y373=-5904+0.533333x; interpolation
11220<=x<11250; y374=6064+-0.533333x; interpolation
11250<=x<11280; y375=-5561+0.5x; interpolation
11280<=x<11310; y376=5343+-0.466667x; interpolation
11310<=x<11340; y377=-5213+0.466667x; interpolation
11340<=x<11370; y378=6127+-0.533333x; interpolation
11370<=x<11400; y379=-6001+0.533333x; interpolation
11400<=x<11430; y380=1979+-0.166667x; interpolation
11430<=x<11460; y381=18743+-1.63333x; interpolation
11460<=x<11490; y382=-12581+1.1x; interpolation
11490<=x<11520; y383=-708+0.0666667x; interpolation
11520<=x<11550; y384=-7620+0.666667x; interpolation
11550<=x<11580; y385=7395+-0.633333x; interpolation
11580<=x<11610; y386=-6887+0.6x; interpolation
11610<=x<11640; y387=7432+-0.633333x; interpolation
11640<=x<11670; y388=-7312+0.633333x; interpolation
11670<=x<11700; y389=6692+-0.566667x; interpolation
11700<=x<11730; y390=-5398+0.466667x; interpolation
11730<=x<11760; y391=6332+-0.533333x; interpolation
11760<=x<11790; y392=-7388+0.633333x; interpolation
11790<=x<11820; y393=865+-0.0666667x; interpolation
11820<=x<11850; y394=4805+-0.4x; interpolation
11850<=x<11880; y395=-5465+0.466667x; interpolation
11880<=x<11910; y396=1267+-0.1x; interpolation
11910<=x<11940; y397=-2306+0.2x; interpolation
11940<=x<11970; y398=2868+-0.233333x; interpolation
11970<=x<12000; y399=-2718+0.233333x; interpolation
12000<=x<12030; y400=882+-0.0666667x; interpolation
12030<=x<12060; y401=7298+-0.6x; interpolation
12060<=x<12090; y402=-7576+0.633333x; interpolation
12090<=x<12120; y403=12977+-1.06667x; interpolation
12120<=x<12150; y404=-11263+0.933333x; interpolation
12150<=x<12180; y405=5747+-0.466667x; interpolation
12180<=x<12210; y406=-6433+0.533333x; interpolation
12210<=x<12240; y407=6184+-0.5x; interpolation
12240<=x<12270; y408=64+0x; interpolation
12270<=x<12300; y409=-6071+0.5x; interpolation
12300<=x<12330; y410=6229+-0.5x; interpolation
12330<=x<12360; y411=-6512+0.533333x; interpolation
12360<=x<12390; y412=6672+-0.533333x; interpolation
12390<=x<12420; y413=-5718+0.466667x; interpolation
12420<=x<12450; y414=1320+-0.1x; interpolation
12450<=x<12480; y415=5055+-0.4x; interpolation
12480<=x<12510; y416=-7009+0.566667x; interpolation
12510<=x<12540; y417=7586+-0.6x; interpolation
12540<=x<12570; y418=-1192+0.1x; interpolation
12570<=x<12600; y419=-4963+0.4x; interpolation
12600<=x<12630; y420=6797+-0.533333x; interpolation
12630<=x<12660; y421=-7938+0.633333x; interpolation
12660<=x<12690; y422=6410+-0.5x; interpolation
12690<=x<12720; y423=-6280+0.5x; interpolation
12720<=x<12750; y424=6440+-0.5x; interpolation
12750<=x<12780; y425=-5885+0.466667x; interpolation
12780<=x<12810; y426=6043+-0.466667x; interpolation
12810<=x<12840; y427=-4632+0.366667x; interpolation
12840<=x<12870; y428=4784+-0.366667x; interpolation
12870<=x<12900; y429=-4654+0.366667x; interpolation
12900<=x<12930; y430=4806+-0.366667x; interpolation
12930<=x<12960; y431=-5969+0.466667x; interpolation
12960<=x<12990; y432=5695+-0.433333x; interpolation
12990<=x<13020; y433=-5563+0.433333x; interpolation
13020<=x<13050; y434=6589+-0.5x; interpolation
13050<=x<13080; y435=-7331+0.566667x; interpolation
13080<=x<13110; y436=1825+-0.133333x; interpolation
13110<=x<13140; y437=-360+0.0333333x; interpolation
13140<=x<13170; y438=5334+-0.4x; interpolation
13170<=x<13200; y439=-5641+0.433333x; interpolation
13200<=x<13230; y440=2719+-0.2x; interpolation
13230<=x<13260; y441=-3896+0.3x; interpolation
13260<=x<13290; y442=2734+-0.2x; interpolation
13290<=x<13320; y443=-1696+0.133333x; interpolation
13320<=x<13350; y444=1412+-0.1x; interpolation
13350<=x<13380; y445=-813+0.0666667x; interpolation
13380<=x<13410; y446=2309+-0.166667x; interpolation
13410<=x<13440; y447=4991+-0.366667x; interpolation
13440<=x<13470; y448=-4865+0.366667x; interpolation
13470<=x<13500; y449=5462+-0.4x; interpolation
13500<=x<13530; y450=-8038+0.6x; interpolation
13530<=x<13560; y451=7747+-0.566667x; interpolation
13560<=x<13590; y452=-7621+0.566667x; interpolation
13590<=x<13620; y453=8234+-0.6x; interpolation
13620<=x<13650; y454=-7202+0.533333x; interpolation
13650<=x<13680; y455=7358+-0.533333x; interpolation
13680<=x<13710; y456=-394+0.0333333x; interpolation
13710<=x<13740; y457=8289+-0.6x; interpolation
13740<=x<13770; y458=10121+-0.733333x; interpolation
13770<=x<13800; y459=-22009+1.6x; interpolation
13800<=x<13830; y460=-2689+0.2x; interpolation
13830<=x<13860; y461=6992+-0.5x; interpolation
13860<=x<13890; y462=-7792+0.566667x; interpolation
13890<=x<13920; y463=8413+-0.6x; interpolation
13920<=x<13950; y464=-8291+0.6x; interpolation
13950<=x<13980; y465=7984+-0.566667x; interpolation
13980<=x<14010; y466=-8326+0.6x; interpolation
14010<=x<14040; y467=8486+-0.6x; interpolation
14040<=x<14070; y468=-8362+0.6x; interpolation
14070<=x<14100; y469=8522+-0.6x; interpolation
14100<=x<14130; y470=-7928+0.566667x; interpolation
14130<=x<14160; y471=7615+-0.533333x; interpolation
14160<=x<14190; y472=63+0x; interpolation
14190<=x<14220; y473=-7505+0.533333x; interpolation
14220<=x<14250; y474=7189+-0.5x; interpolation
14250<=x<14280; y475=-6586+0.466667x; interpolation
14280<=x<14310; y476=6742+-0.466667x; interpolation
14310<=x<14340; y477=-8045+0.566667x; interpolation
14340<=x<14370; y478=8207+-0.566667x; interpolation
14370<=x<14400; y479=-8079+0.566667x; interpolation
14400<=x<14430; y480=81+0x; interpolation
14430<=x<14460; y481=9220+-0.633333x; interpolation
14460<=x<14490; y482=-7650+0.533333x; interpolation
14490<=x<14520; y483=6357+-0.433333x; interpolation
14520<=x<14550; y484=-6711+0.466667x; interpolation
14550<=x<14580; y485=6869+-0.466667x; interpolation
14580<=x<14610; y486=-6253+0.433333x; interpolation
14610<=x<14640; y487=7383+-0.5x; interpolation
14640<=x<14670; y488=-6769+0.466667x; interpolation
14670<=x<14700; y489=7901+-0.533333x; interpolation
14700<=x<14730; y490=-10229+0.7x; interpolation
14730<=x<14760; y491=9902+-0.666667x; interpolation
14760<=x<14790; y492=-7810+0.533333x; interpolation
14790<=x<14820; y493=-1894+0.133333x; interpolation
14820<=x<14850; y494=3046+-0.2x; interpolation
14850<=x<14880; y495=-2894+0.2x; interpolation
14880<=x<14910; y496=4050+-0.266667x; interpolation
14910<=x<14940; y497=-4399+0.3x; interpolation
14940<=x<14970; y498=3569+-0.233333x; interpolation
14970<=x<15000; y499=11553+-0.766667x; interpolation
15000<=x<15030; y500=-6447+0.433333x; interpolation
15030<=x<15060; y501=-6447+0.433333x; interpolation
15060<=x<15090; y502=6605+-0.433333x; interpolation
15090<=x<15120; y503=-6976+0.466667x; interpolation
15120<=x<15150; y504=584+-0.0333333x; interpolation
15150<=x<15180; y505=-931+0.0666667x; interpolation
15180<=x<15210; y506=81+0x; interpolation
15210<=x<15240; y507=6672+-0.433333x; interpolation
15240<=x<15270; y508=-6536+0.433333x; interpolation
15270<=x<15300; y509=5171+-0.333333x; interpolation
15300<=x<15330; y510=-5029+0.333333x; interpolation
15330<=x<15360; y511=7746+-0.5x; interpolation
15360<=x<15390; y512=-7614+0.5x; interpolation
15390<=x<15420; y513=9828+-0.633333x; interpolation
15420<=x<15450; y514=-7134+0.466667x; interpolation
15450<=x<15480; y515=7286+-0.466667x; interpolation
15480<=x<15510; y516=-970+0.0666667x; interpolation
15510<=x<15540; y517=2132+-0.133333x; interpolation
15540<=x<15570; y518=-9782+0.633333x; interpolation
15570<=x<15600; y519=-959+0.0666667x; interpolation
15600<=x<15630; y520=9441+-0.6x; interpolation
15630<=x<15660; y521=-9315+0.6x; interpolation
15660<=x<15690; y522=2169+-0.133333x; interpolation
15690<=x<15720; y523=-2015+0.133333x; interpolation
15720<=x<15750; y524=1129+-0.0666667x; interpolation
15750<=x<15780; y525=9004+-0.566667x; interpolation
15780<=x<15810; y526=-9406+0.6x; interpolation
15810<=x<15840; y527=10093+-0.633333x; interpolation
15840<=x<15870; y528=-9443+0.6x; interpolation
15870<=x<15900; y529=79+0x; interpolation
15900<=x<15930; y530=-981+0.0666667x; interpolation
