0<=x<30; y0=63+0.6x; interpolation
15990<=x<16020; y533=10743+-0.666667x; interpolation
16020<=x<16050; y534=-9015+0.566667x; interpolation
16050<=x<16080; y535=9175+-0.566667x; interpolation
16080<=x<16110; y536=18823+-1.16667x; interpolation
16110<=x<16140; y537=-23063+1.43333x; interpolation
16140<=x<16170; y538=-4771+0.3x; interpolation
16170<=x<16200; y539=80+0x; interpolation
16200<=x<16230; y540=7100+-0.433333x; interpolation
16230<=x<16260; y541=-7507+0.466667x; interpolation
16260<=x<16290; y542=8211+-0.5x; interpolation
16290<=x<16320; y543=-8622+0.533333x; interpolation
16320<=x<16350; y544=8242+-0.5x; interpolation
16350<=x<16380; y545=-2113+0.133333x; interpolation
16380<=x<16410; y546=3347+-0.2x; interpolation
16410<=x<16440; y547=-9234+0.566667x; interpolation
16440<=x<16470; y548=8302+-0.5x; interpolation
16470<=x<16500; y549=-8717+0.533333x; interpolation
16500<=x<16530; y550=8333+-0.5x; interpolation
16530<=x<16560; y551=-7646+0.466667x; interpolation
16560<=x<16590; y552=8914+-0.533333x; interpolation
16590<=x<16620; y553=-8229+0.5x; interpolation
16620<=x<16650; y554=7837+-0.466667x; interpolation
16650<=x<16680; y555=-8813+0.533333x; interpolation
16680<=x<16710; y556=10091+-0.6x; interpolation
16710<=x<16740; y557=-9961+0.6x; interpolation
16740<=x<16770; y558=9569+-0.566667x; interpolation
16770<=x<16800; y559=-9437+0.566667x; interpolation
16800<=x<16830; y560=8483+-0.5x; interpolation
16830<=x<16860; y561=-7786+0.466667x; interpolation
16860<=x<16890; y562=8512+-0.5x; interpolation
16890<=x<16920; y563=-7252+0.433333x; interpolation
16920<=x<16950; y564=6848+-0.4x; interpolation
16950<=x<16980; y565=-7277+0.433333x; interpolation
16980<=x<17010; y566=8005+-0.466667x; interpolation
17010<=x<17040; y567=-5603+0.333333x; interpolation
17040<=x<17070; y568=5757+-0.333333x; interpolation
17070<=x<17100; y569=-7899+0.466667x; interpolation
17100<=x<17130; y570=-1059+0.0666667x; interpolation
17130<=x<17160; y571=10361+-0.6x; interpolation
17160<=x<17190; y572=-10231+0.6x; interpolation
17190<=x<17220; y573=9824+-0.566667x; interpolation
17220<=x<17250; y574=-9118+0.533333x; interpolation
17250<=x<17280; y575=9282+-0.533333x; interpolation
17280<=x<17310; y576=-9726+0.566667x; interpolation
17310<=x<17340; y577=1237+-0.0666667x; interpolation
17340<=x<17370; y578=8173+-0.466667x; interpolation
17370<=x<17400; y579=-8618+0.5x; interpolation
17400<=x<17430; y580=8782+-0.5x; interpolation
17430<=x<17460; y581=-9229+0.533333x; interpolation
17460<=x<17490; y582=8813+-0.5x; interpolation
17490<=x<17520; y583=-8677+0.5x; interpolation
17520<=x<17550; y584=8259+-0.466667x; interpolation
17550<=x<17580; y585=-8121+0.466667x; interpolation
17580<=x<17610; y586=8873+-0.5x; interpolation
17610<=x<17640; y587=-8737+0.5x; interpolation
17640<=x<17670; y588=8315+-0.466667x; interpolation
17670<=x<17700; y589=1836+-0.1x; interpolation
17700<=x<17730; y590=-9374+0.533333x; interpolation
17730<=x<17760; y591=9538+-0.533333x; interpolation
17760<=x<17790; y592=-9998+0.566667x; interpolation
17790<=x<17820; y593=10164+-0.566667x; interpolation
17820<=x<17850; y594=-9438+0.533333x; interpolation
17850<=x<17880; y595=10197+-0.566667x; interpolation
17880<=x<17910; y596=-10663+0.6x; interpolation
17910<=x<17940; y597=10829+-0.6x; interpolation
17940<=x<17970; y598=-10699+0.6x; interpolation
17970<=x<18000; y599=10865+-0.6x; interpolation
18000<=x<18030; y600=-10735+0.6x; interpolation
18030<=x<18060; y601=10300+-0.566667x; interpolation
18060<=x<18090; y602=-10168+0.566667x; interpolation
18090<=x<18120; y603=10937+-0.6x; interpolation
18120<=x<18150; y604=-9599+0.533333x; interpolation
18150<=x<18180; y605=9761+-0.533333x; interpolation
18180<=x<18210; y606=-10237+0.566667x; interpolation
18210<=x<18240; y607=10401+-0.566667x; interpolation
18240<=x<18270; y608=-10879+0.6x; interpolation
18270<=x<18300; y609=10436+-0.566667x; interpolation
18300<=x<18330; y610=-10304+0.566667x; interpolation
18330<=x<18360; y611=10470+-0.566667x; interpolation
18360<=x<18390; y612=-10338+0.566667x; interpolation
18390<=x<18420; y613=696+-0.0333333x; interpolation
18420<=x<18450; y614=34466+-1.86667x; interpolation
18450<=x<18480; y615=641+-0.0333333x; interpolation
18480<=x<18510; y616=-34471+1.86667x; interpolation
18510<=x<18540; y617=9953+-0.533333x; interpolation
18540<=x<18570; y618=-9205+0.5x; interpolation
18570<=x<18600; y619=9984+-0.533333x; interpolation
18600<=x<18630; y620=-11096+0.6x; interpolation
18630<=x<18660; y621=10639+-0.566667x; interpolation
18660<=x<18690; y622=-10509+0.566667x; interpolation
18690<=x<18720; y623=10673+-0.566667x; interpolation
18720<=x<18750; y624=-10543+0.566667x; interpolation
18750<=x<18780; y625=13832+-0.733333x; interpolation
18780<=x<18810; y626=-11834+0.633333x; interpolation
18810<=x<18840; y627=-1802+0.1x; interpolation
18840<=x<18870; y628=82+0x; interpolation
18870<=x<18900; y629=711+-0.0333333x; interpolation
18900<=x<18930; y630=7641+-0.4x; interpolation
18930<=x<18960; y631=-8134+0.433333x; interpolation
18960<=x<18990; y632=10826+-0.566667x; interpolation
18990<=x<19020; y633=-9430+0.5x; interpolation
19020<=x<19050; y634=-1188+0.0666667x; interpolation
19050<=x<19080; y635=10242+-0.533333x; interpolation
19080<=x<19110; y636=-10110+0.533333x; interpolation
19110<=x<19140; y637=12822+-0.666667x; interpolation
19140<=x<19170; y638=-13336+0.7x; interpolation
19170<=x<19200; y639=10307+-0.533333x; interpolation
19200<=x<19230; y640=-8893+0.466667x; interpolation
19230<=x<19260; y641=10337+-0.533333x; interpolation
19260<=x<19290; y642=-10849+0.566667x; interpolation
19290<=x<19320; y643=10370+-0.533333x; interpolation
19320<=x<19350; y644=-10238+0.533333x; interpolation
19350<=x<19380; y645=10402+-0.533333x; interpolation
19380<=x<19410; y646=-10916+0.566667x; interpolation
19410<=x<19440; y647=11082+-0.566667x; interpolation
19440<=x<19470; y648=-10950+0.566667x; interpolation
19470<=x<19500; y649=11116+-0.566667x; interpolation
19500<=x<19530; y650=-10334+0.533333x; interpolation
19530<=x<19560; y651=11149+-0.566667x; interpolation
19560<=x<19590; y652=-11019+0.566667x; interpolation
19590<=x<19620; y653=10530+-0.533333x; interpolation
19620<=x<19650; y654=-10398+0.533333x; interpolation
19650<=x<19680; y655=11217+-0.566667x; interpolation
19680<=x<19710; y656=-5839+0.3x; interpolation
19710<=x<19740; y657=5330+-0.266667x; interpolation
19740<=x<19770; y658=-11120+0.566667x; interpolation
19770<=x<19800; y659=12604+-0.633333x; interpolation
19800<=x<19830; y660=-12476+0.633333x; interpolation
19830<=x<19860; y661=11320+-0.566667x; interpolation
19860<=x<19890; y662=-3244+0.166667x; interpolation
19890<=x<19920; y663=-6559+0.333333x; interpolation
19920<=x<19950; y664=6057+-0.3x; interpolation
19950<=x<19980; y665=-3253+0.166667x; interpolation
19980<=x<20010; y666=3407+-0.166667x; interpolation
20010<=x<20040; y667=-6598+0.333333x; interpolation
20040<=x<20070; y668=6762+-0.333333x; interpolation
20070<=x<20100; y669=-5280+0.266667x; interpolation
20100<=x<20130; y670=4770+-0.233333x; interpolation
20130<=x<20160; y671=-5295+0.266667x; interpolation
20160<=x<20190; y672=6129+-0.3x; interpolation
20190<=x<20220; y673=-5312+0.266667x; interpolation
20220<=x<20250; y674=4798+-0.233333x; interpolation
20250<=x<20280; y675=-4652+0.233333x; interpolation
20280<=x<20310; y676=-1272+0.0666667x; interpolation
20310<=x<20340; y677=82+0x; interpolation
20340<=x<20370; y678=-596+0.0333333x; interpolation
20370<=x<20400; y679=2120+-0.1x; interpolation
20400<=x<20430; y680=-1960+0.1x; interpolation
20430<=x<20460; y681=764+-0.0333333x; interpolation
20460<=x<20490; y682=-600+0.0333333x; interpolation
20490<=x<20520; y683=766+-0.0333333x; interpolation
20520<=x<20550; y684=766+-0.0333333x; interpolation
20550<=x<20580; y685=12411+-0.6x; interpolation
20580<=x<20610; y686=24073+-1.16667x; interpolation
20610<=x<20640; y687=2089+-0.1x; interpolation
20640<=x<20670; y688=-26119+1.26667x; interpolation
20670<=x<20700; y689=-13028+0.633333x; interpolation
20700<=x<20730; y690=18712+-0.9x; interpolation
20730<=x<20760; y691=-17911+0.866667x; interpolation
20760<=x<20790; y692=11845+-0.566667x; interpolation
20790<=x<20820; y693=-11717+0.566667x; interpolation
20820<=x<20850; y694=11879+-0.566667x; interpolation
20850<=x<20880; y695=-11751+0.566667x; interpolation
20880<=x<20910; y696=11913+-0.566667x; interpolation
20910<=x<20940; y697=-12482+0.6x; interpolation
20940<=x<20970; y698=12646+-0.6x; interpolation
20970<=x<21000; y699=-13217+0.633333x; interpolation
21000<=x<21030; y700=12683+-0.6x; interpolation
21030<=x<21060; y701=-12553+0.6x; interpolation
21060<=x<21090; y702=12719+-0.6x; interpolation
21090<=x<21120; y703=-11886+0.566667x; interpolation
21120<=x<21150; y704=12050+-0.566667x; interpolation
21150<=x<21180; y705=-12625+0.6x; interpolation
21180<=x<21210; y706=12791+-0.6x; interpolation
21210<=x<21240; y707=-12661+0.6x; interpolation
21240<=x<21270; y708=13535+-0.633333x; interpolation
21270<=x<21300; y709=-12698+0.6x; interpolation
21300<=x<21330; y710=13572+-0.633333x; interpolation
21330<=x<21360; y711=-13446+0.633333x; interpolation
21360<=x<21390; y712=12186+-0.566667x; interpolation
21390<=x<21420; y713=5769+-0.266667x; interpolation
21420<=x<21450; y714=-5655+0.266667x; interpolation
21450<=x<21480; y715=-12090+0.566667x; interpolation
21480<=x<21510; y716=11538+-0.533333x; interpolation
21510<=x<21540; y717=-10689+0.5x; interpolation
21540<=x<21570; y718=11569+-0.533333x; interpolation
21570<=x<21600; y719=-13596+0.633333x; interpolation
21600<=x<21630; y720=15204+-0.7x; interpolation
21630<=x<21660; y721=-14357+0.666667x; interpolation
21660<=x<21690; y722=13801+-0.633333x; interpolation
21690<=x<21720; y723=-13673+0.633333x; interpolation
21720<=x<21750; y724=13115+-0.6x; interpolation
21750<=x<21780; y725=-12985+0.6x; interpolation
21780<=x<21810; y726=13151+-0.6x; interpolation
21810<=x<21840; y727=-12294+0.566667x; interpolation
21840<=x<21870; y728=13914+-0.633333x; interpolation
21870<=x<21900; y729=-13788+0.633333x; interpolation
21900<=x<21930; y730=13222+-0.6x; interpolation
21930<=x<21960; y731=-13094+0.6x; interpolation
21960<=x<21990; y732=12526+-0.566667x; interpolation
21990<=x<22020; y733=-12396+0.566667x; interpolation
22020<=x<22050; y734=12560+-0.566667x; interpolation
22050<=x<22080; y735=-11695+0.533333x; interpolation
22080<=x<22110; y736=11857+-0.533333x; interpolation
22110<=x<22140; y737=-12464+0.566667x; interpolation
22140<=x<22170; y738=12628+-0.566667x; interpolation
22170<=x<22200; y739=-13237+0.6x; interpolation
22200<=x<22230; y740=13403+-0.6x; interpolation
22230<=x<22260; y741=-11791+0.533333x; interpolation
22260<=x<22290; y742=11211+-0.5x; interpolation
22290<=x<22320; y743=-11822+0.533333x; interpolation
22320<=x<22350; y744=826+-0.0333333x; interpolation
22350<=x<22380; y745=12001+-0.533333x; interpolation
22380<=x<22410; y746=-13363+0.6x; interpolation
22410<=x<22440; y747=6059+-0.266667x; interpolation
22440<=x<22470; y748=-5909+0.266667x; interpolation
22470<=x<22500; y749=12816+-0.566667x; interpolation
22500<=x<22530; y750=-10434+0.466667x; interpolation
22530<=x<22560; y751=-2924+0.133333x; interpolation
22560<=x<22590; y752=3092+-0.133333x; interpolation
22590<=x<22620; y753=11375+-0.5x; interpolation
22620<=x<22650; y754=-2197+0.1x; interpolation
22650<=x<22680; y755=-11257+0.5x; interpolation
22680<=x<22710; y756=-2185+0.1x; interpolation
22710<=x<22740; y757=3871+-0.166667x; interpolation
22740<=x<22770; y758=6145+-0.266667x; interpolation
22770<=x<22800; y759=-6758+0.3x; interpolation
22800<=x<22830; y760=3122+-0.133333x; interpolation
22830<=x<22860; y761=10732+-0.466667x; interpolation
22860<=x<22890; y762=-2222+0.1x; interpolation
22890<=x<22920; y763=-12141+0.533333x; interpolation
22920<=x<22950; y764=847+-0.0333333x; interpolation
22950<=x<22980; y765=11557+-0.5x; interpolation
22980<=x<23010; y766=-11423+0.5x; interpolation
23010<=x<23040; y767=-685+0.0333333x; interpolation
23040<=x<23070; y768=37715+-1.63333x; interpolation
23070<=x<23100; y769=5417+-0.233333x; interpolation
23100<=x<23130; y770=-40013+1.73333x; interpolation
23130<=x<23160; y771=850+-0.0333333x; interpolation
23160<=x<23190; y772=-3782+0.166667x; interpolation
23190<=x<23220; y773=3175+-0.133333x; interpolation
23220<=x<23250; y774=10915+-0.466667x; interpolation
23250<=x<23280; y775=-14660+0.633333x; interpolation
23280<=x<23310; y776=13276+-0.566667x; interpolation
23310<=x<23340; y777=-2264+0.1x; interpolation
23340<=x<23370; y778=2404+-0.1x; interpolation
23370<=x<23400; y779=-7723+0.333333x; interpolation
23400<=x<23430; y780=-3823+0.166667x; interpolation
23430<=x<23460; y781=4768+-0.2x; interpolation
23460<=x<23490; y782=5550+-0.233333x; interpolation
23490<=x<23520; y783=-5412+0.233333x; interpolation
23520<=x<23550; y784=-5412+0.233333x; interpolation
23550<=x<23580; y785=83+0x; interpolation
23580<=x<23610; y786=-703+0.0333333x; interpolation
23610<=x<23640; y787=8741+-0.366667x; interpolation
23640<=x<23670; y788=-7019+0.3x; interpolation
23670<=x<23700; y789=11917+-0.5x; interpolation
23700<=x<23730; y790=-9413+0.4x; interpolation
23730<=x<23760; y791=-3876+0.166667x; interpolation
23760<=x<23790; y792=16716+-0.7x; interpolation
23790<=x<23820; y793=-3902+0.166667x; interpolation
23820<=x<23850; y794=-13430+0.566667x; interpolation
23850<=x<23880; y795=13600+-0.566667x; interpolation
23880<=x<23910; y796=-13464+0.566667x; interpolation
23910<=x<23940; y797=13634+-0.566667x; interpolation
23940<=x<23970; y798=866+-0.0333333x; interpolation
23970<=x<24000; y799=-12717+0.533333x; interpolation
24000<=x<24030; y800=12883+-0.533333x; interpolation
24030<=x<24060; y801=-8744+0.366667x; interpolation
24060<=x<24090; y802=-6338+0.266667x; interpolation
24090<=x<24120; y803=2495+-0.1x; interpolation
24120<=x<24150; y804=-3133+0.133333x; interpolation
24150<=x<24180; y805=16992+-0.7x; interpolation
24180<=x<24210; y806=-1546+0.0666667x; interpolation
24210<=x<24240; y807=68+0x; interpolation
24240<=x<24270; y808=-16092+0.666667x; interpolation
24270<=x<24300; y809=4942+-0.2x; interpolation
24300<=x<24330; y810=82+0x; interpolation
24330<=x<24360; y811=82+0x; interpolation
24360<=x<24390; y812=-1542+0.0666667x; interpolation
24390<=x<24420; y813=2523+-0.1x; interpolation
24420<=x<24450; y814=-2361+0.1x; interpolation
24450<=x<24480; y815=84+0x; interpolation
24480<=x<24510; y816=13956+-0.566667x; interpolation
24510<=x<24540; y817=-13005+0.533333x; interpolation
24540<=x<24570; y818=11535+-0.466667x; interpolation
24570<=x<24600; y819=-750+0.0333333x; interpolation
24600<=x<24630; y820=-12230+0.5x; interpolation
24630<=x<24660; y821=906+-0.0333333x; interpolation
24660<=x<24690; y822=-1560+0.0666667x; interpolation
24690<=x<24720; y823=2555+-0.1x; interpolation
24720<=x<24750; y824=-2389+0.1x; interpolation
24750<=x<24780; y825=2561+-0.1x; interpolation
24780<=x<24810; y826=83+0x; interpolation
24810<=x<24840; y827=83+0x; interpolation
24840<=x<24870; y828=-1573+0.0666667x; interpolation
24870<=x<24900; y829=12520+-0.5x; interpolation
24900<=x<24930; y830=-11550+0.466667x; interpolation
24930<=x<24960; y831=11718+-0.466667x; interpolation
24960<=x<24990; y832=-13242+0.533333x; interpolation
24990<=x<25020; y833=3418+-0.133333x; interpolation
25020<=x<25050; y834=12592+-0.5x; interpolation
25050<=x<25080; y835=-13293+0.533333x; interpolation
25080<=x<25110; y836=83+0x; interpolation
25110<=x<25140; y837=920+-0.0333333x; interpolation
25140<=x<25170; y838=2596+-0.1x; interpolation
25170<=x<25200; y839=-5794+0.233333x; interpolation
25200<=x<25230; y840=15206+-0.6x; interpolation
25230<=x<25260; y841=-10865+0.433333x; interpolation
25260<=x<25290; y842=11027+-0.433333x; interpolation
25290<=x<25320; y843=68+0x; interpolation
25320<=x<25350; y844=-15968+0.633333x; interpolation
25350<=x<25380; y845=3467+-0.133333x; interpolation
25380<=x<25410; y846=83+0x; interpolation
25410<=x<25440; y847=41586+-1.63333x; interpolation
25440<=x<25470; y848=5122+-0.2x; interpolation
25470<=x<25500; y849=-44969+1.76667x; interpolation
25500<=x<25530; y850=-1619+0.0666667x; interpolation
25530<=x<25560; y851=934+-0.0333333x; interpolation
25560<=x<25590; y852=-770+0.0333333x; interpolation
25590<=x<25620; y853=12025+-0.466667x; interpolation
25620<=x<25650; y854=1777+-0.0666667x; interpolation
25650<=x<25680; y855=-12758+0.5x; interpolation
25680<=x<25710; y856=-774+0.0333333x; interpolation
25710<=x<25740; y857=11224+-0.433333x; interpolation
25740<=x<25770; y858=-12800+0.5x; interpolation
25770<=x<25800; y859=2662+-0.1x; interpolation
25800<=x<25830; y860=12982+-0.5x; interpolation
25830<=x<25860; y861=-794+0.0333333x; interpolation
25860<=x<25890; y862=-13724+0.533333x; interpolation
25890<=x<25920; y863=11303+-0.433333x; interpolation
25920<=x<25950; y864=1799+-0.0666667x; interpolation
25950<=x<25980; y865=69+0x; interpolation
25980<=x<26010; y866=935+-0.0333333x; interpolation
26010<=x<26040; y867=-799+0.0333333x; interpolation
26040<=x<26070; y868=4409+-0.166667x; interpolation
26070<=x<26100; y869=-4281+0.166667x; interpolation
26100<=x<26130; y870=-12981+0.5x; interpolation
26130<=x<26160; y871=84+0x; interpolation
26160<=x<26190; y872=2700+-0.1x; interpolation
26190<=x<26220; y873=-1665+0.0666667x; interpolation
26220<=x<26250; y874=13193+-0.5x; interpolation
26250<=x<26280; y875=-807+0.0333333x; interpolation
26280<=x<26310; y876=-13947+0.533333x; interpolation
26310<=x<26340; y877=14994+-0.566667x; interpolation
26340<=x<26370; y878=-15736+0.6x; interpolation
26370<=x<26400; y879=3602+-0.133333x; interpolation
26400<=x<26430; y880=-3438+0.133333x; interpolation
26430<=x<26460; y881=15063+-0.566667x; interpolation
26460<=x<26490; y882=-15807+0.6x; interpolation
26490<=x<26520; y883=5385+-0.2x; interpolation
26520<=x<26550; y884=-2571+0.1x; interpolation
26550<=x<26580; y885=969+-0.0333333x; interpolation
26580<=x<26610; y886=15145+-0.566667x; interpolation
26610<=x<26640; y887=-14126+0.533333x; interpolation
26640<=x<26670; y888=12514+-0.466667x; interpolation
26670<=x<26700; y889=-15934+0.6x; interpolation
26700<=x<26730; y890=16106+-0.6x; interpolation
26730<=x<26760; y891=-823+0.0333333x; interpolation
26760<=x<26790; y892=961+-0.0333333x; interpolation
26790<=x<26820; y893=-16006+0.6x; interpolation
26820<=x<26850; y894=16178+-0.6x; interpolation
26850<=x<26880; y895=-2617+0.1x; interpolation
26880<=x<26910; y896=-10681+0.4x; interpolation
26910<=x<26940; y897=12641+-0.466667x; interpolation
26940<=x<26970; y898=-13401+0.5x; interpolation
26970<=x<27000; y899=12670+-0.466667x; interpolation
27000<=x<27030; y900=-12530+0.466667x; interpolation
27030<=x<27060; y901=11797+-0.433333x; interpolation
27060<=x<27090; y902=-11655+0.433333x; interpolation
27090<=x<27120; y903=11823+-0.433333x; interpolation
27120<=x<27150; y904=2783+-0.1x; interpolation
27150<=x<27180; y905=-2647+0.1x; interpolation
27180<=x<27210; y906=-10801+0.4x; interpolation
27210<=x<27240; y907=10060+-0.366667x; interpolation
27240<=x<27270; y908=3704+-0.133333x; interpolation
27270<=x<27300; y909=-12658+0.466667x; interpolation
27300<=x<27330; y910=13732+-0.5x; interpolation
27330<=x<27360; y911=-3577+0.133333x; interpolation
27360<=x<27390; y912=3719+-0.133333x; interpolation
27390<=x<27420; y913=-12715+0.466667x; interpolation
27420<=x<27450; y914=-6317+0.233333x; interpolation
27450<=x<27480; y915=5578+-0.2x; interpolation
27480<=x<27510; y916=12906+-0.466667x; interpolation
27510<=x<27540; y917=-11853+0.433333x; interpolation
27540<=x<27570; y918=12015+-0.433333x; interpolation
27570<=x<27600; y919=-2689+0.1x; interpolation
27600<=x<27630; y920=-10969+0.4x; interpolation
27630<=x<27660; y921=10214+-0.366667x; interpolation
27660<=x<27690; y922=4682+-0.166667x; interpolation
27690<=x<27720; y923=23142+-0.833333x; interpolation
27720<=x<27750; y924=12054+-0.433333x; interpolation
27750<=x<27780; y925=-45296+1.63333x; interpolation
27780<=x<27810; y926=10264+-0.366667x; interpolation
27810<=x<27840; y927=-11057+0.4x; interpolation
27840<=x<27870; y928=-3633+0.133333x; interpolation
27870<=x<27900; y929=10302+-0.366667x; interpolation
27900<=x<27930; y930=2862+-0.1x; interpolation
27930<=x<27960; y931=-8310+0.3x; interpolation
27960<=x<27990; y932=-7378+0.266667x; interpolation
27990<=x<28020; y933=6617+-0.233333x; interpolation
28020<=x<28050; y934=10353+-0.366667x; interpolation
28050<=x<28080; y935=-2737+0.1x; interpolation
28080<=x<28110; y936=-12097+0.433333x; interpolation
28110<=x<28140; y937=10391+-0.366667x; interpolation
28140<=x<28170; y938=-9307+0.333333x; interpolation
28170<=x<28200; y939=4778+-0.166667x; interpolation
28200<=x<28230; y940=8538+-0.3x; interpolation
28230<=x<28260; y941=-9341+0.333333x; interpolation
28260<=x<28290; y942=-3689+0.133333x; interpolation
28290<=x<28320; y943=5741+-0.2x; interpolation
28320<=x<28350; y944=-5587+0.2x; interpolation
28350<=x<28380; y945=7643+-0.266667x; interpolation
28380<=x<28410; y946=6697+-0.233333x; interpolation
28410<=x<28440; y947=-6561+0.233333x; interpolation
28440<=x<28470; y948=-10353+0.366667x; interpolation
28470<=x<28500; y949=16219+-0.566667x; interpolation
28500<=x<28530; y950=2919+-0.1x; interpolation
28530<=x<28560; y951=-20856+0.733333x; interpolation
28560<=x<28590; y952=4848+-0.166667x; interpolation
28590<=x<28620; y953=-870+0.0333333x; interpolation
28620<=x<28650; y954=16302+-0.566667x; interpolation
28650<=x<28680; y955=-17123+0.6x; interpolation
28680<=x<28710; y956=15381+-0.533333x; interpolation
28710<=x<28740; y957=2940+-0.1x; interpolation
28740<=x<28770; y958=-1850+0.0666667x; interpolation
28770<=x<28800; y959=-15276+0.533333x; interpolation
28800<=x<28830; y960=1044+-0.0333333x; interpolation
28830<=x<28860; y961=15459+-0.533333x; interpolation
28860<=x<28890; y962=67+0x; interpolation
28890<=x<28920; y963=-17267+0.6x; interpolation
28920<=x<28950; y964=16473+-0.566667x; interpolation
28950<=x<28980; y965=68+0x; interpolation
28980<=x<29010; y966=-15388+0.533333x; interpolation
29010<=x<29040; y967=-2817+0.1x; interpolation
29040<=x<29070; y968=17511+-0.6x; interpolation
29070<=x<29100; y969=1038+-0.0333333x; interpolation
29100<=x<29130; y970=-12542+0.433333x; interpolation
29130<=x<29160; y971=13675+-0.466667x; interpolation
29160<=x<29190; y972=-1877+0.0666667x; interpolation
29190<=x<29220; y973=-16472+0.566667x; interpolation
29220<=x<29250; y974=3982+-0.133333x; interpolation
29250<=x<29280; y975=-4793+0.166667x; interpolation
29280<=x<29310; y976=17655+-0.6x; interpolation
29310<=x<29340; y977=1046+-0.0333333x; interpolation
29340<=x<29370; y978=-910+0.0333333x; interpolation
29370<=x<29400; y979=1048+-0.0333333x; interpolation
29400<=x<29430; y980=-14632+0.5x; interpolation
29430<=x<29460; y981=14798+-0.5x; interpolation
29460<=x<29490; y982=68+0x; interpolation
29490<=x<29520; y983=-15660+0.533333x; interpolation
29520<=x<29550; y984=14844+-0.5x; interpolation
29550<=x<29580; y985=2039+-0.0666667x; interpolation
29580<=x<29610; y986=67+0x; interpolation
29610<=x<29640; y987=-920+0.0333333x; interpolation
29640<=x<29670; y988=-13764+0.466667x; interpolation
29670<=x<29700; y989=-2885+0.1x; interpolation
29700<=x<29730; y990=3055+-0.1x; interpolation
29730<=x<29760; y991=7019+-0.233333x; interpolation
29760<=x<29790; y992=-9845+0.333333x; interpolation
29790<=x<29820; y993=2071+-0.0666667x; interpolation
29820<=x<29850; y994=83+0x; interpolation
29850<=x<29880; y995=14013+-0.466667x; interpolation
29880<=x<29910; y996=69+0x; interpolation
29910<=x<29940; y997=-14886+0.5x; interpolation
29940<=x<29970; y998=50982+-1.7x; interpolation
29970<=x<30000; y999=-966+0.0333333x; interpolation
30000<=x<30030; y1000=-48966+1.63333x; interpolation
30030<=x<30060; y1001=14097+-0.466667x; interpolation
30060<=x<30090; y1002=-12957+0.433333x; interpolation
30090<=x<30120; y1003=14124+-0.466667x; interpolation
30120<=x<30150; y1004=-936+0.0333333x; interpolation
30150<=x<30180; y1005=2079+-0.0666667x; interpolation
30180<=x<30210; y1006=-14017+0.466667x; interpolation
30210<=x<30240; y1007=-1933+0.0666667x; interpolation
30240<=x<30270; y1008=1091+-0.0333333x; interpolation
30270<=x<30300; y1009=-1936+0.0666667x; interpolation
30300<=x<30330; y1010=13214+-0.433333x; interpolation
30330<=x<30360; y1011=-11050+0.366667x; interpolation
30360<=x<30390; y1012=82+0x; interpolation
30390<=x<30420; y1013=23381+-0.766667x; interpolation
30420<=x<30450; y1014=-12109+0.4x; interpolation
30450<=x<30480; y1015=-13124+0.433333x; interpolation
30480<=x<30510; y1016=3132+-0.1x; interpolation
30510<=x<30540; y1017=-3987+0.133333x; interpolation
30540<=x<30570; y1018=3139+-0.1x; interpolation
30570<=x<30600; y1019=14348+-0.466667x; interpolation
30600<=x<30630; y1020=-15232+0.5x; interpolation
30630<=x<30660; y1021=14377+-0.466667x; interpolation
30660<=x<30690; y1022=2113+-0.0666667x; interpolation
30690<=x<30720; y1023=-4025+0.133333x; interpolation
30720<=x<30750; y1024=-13241+0.433333x; interpolation
30750<=x<30780; y1025=12384+-0.4x; interpolation
30780<=x<30810; y1026=-9162+0.3x; interpolation
30810<=x<30840; y1027=11378+-0.366667x; interpolation
30840<=x<30870; y1028=6238+-0.2x; interpolation
30870<=x<30900; y1029=-5081+0.166667x; interpolation
30900<=x<30930; y1030=-14351+0.466667x; interpolation
30930<=x<30960; y1031=2145+-0.0666667x; interpolation
30960<=x<30990; y1032=12465+-0.4x; interpolation
30990<=x<31020; y1033=-964+0.0333333x; interpolation
31020<=x<31050; y1034=2138+-0.0666667x; interpolation
31050<=x<31080; y1035=-18562+0.6x; interpolation
31080<=x<31110; y1036=17698+-0.566667x; interpolation
31110<=x<31140; y1037=-17560+0.566667x; interpolation
31140<=x<31170; y1038=86+0x; interpolation
31170<=x<31200; y1039=17749+-0.566667x; interpolation
31200<=x<31230; y1040=69+0x; interpolation
31230<=x<31260; y1041=-15546+0.5x; interpolation
31260<=x<31290; y1042=16756+-0.533333x; interpolation
31290<=x<31320; y1043=-18706+0.6x; interpolation
31320<=x<31350; y1044=4262+-0.133333x; interpolation
31350<=x<31380; y1045=-2008+0.0666667x; interpolation
31380<=x<31410; y1046=2176+-0.0666667x; interpolation
31410<=x<31440; y1047=-2012+0.0666667x; interpolation
31440<=x<31470; y1048=13708+-0.433333x; interpolation
31470<=x<31500; y1049=-14615+0.466667x; interpolation
31500<=x<31530; y1050=2185+-0.0666667x; interpolation
31530<=x<31560; y1051=-5172+0.166667x; interpolation
31560<=x<31590; y1052=5348+-0.166667x; interpolation
31590<=x<31620; y1053=14825+-0.466667x; interpolation
31620<=x<31650; y1054=-2039+0.0666667x; interpolation
31650<=x<31680; y1055=-17864+0.566667x; interpolation
31680<=x<31710; y1056=22264+-0.7x; interpolation
