0<=x<30; y0=63+0.6x; interpolation
2670<=x<2700; y89=-1267+0.5x; interpolation
2700<=x<2730; y90=263+-0.0666667x; interpolation
2730<=x<2760; y91=-10+0.0333333x; interpolation
2760<=x<2790; y92=358+-0.1x; interpolation
2790<=x<2820; y93=1195+-0.4x; interpolation
2820<=x<2850; y94=-27+0.0333333x; interpolation
2850<=x<2880; y95=-1167+0.433333x; interpolation
2880<=x<2910; y96=1233+-0.4x; interpolation
2910<=x<2940; y97=-1386+0.5x; interpolation
2940<=x<2970; y98=966+-0.3x; interpolation
2970<=x<3000; y99=-717+0.266667x; interpolation
3000<=x<3030; y100=283+-0.0666667x; interpolation
3030<=x<3060; y101=-20+0.0333333x; interpolation
3060<=x<3090; y102=82+0x; interpolation
3090<=x<3120; y103=-330+0.133333x; interpolation
3120<=x<3150; y104=294+-0.0666667x; interpolation
3150<=x<3180; y105=1869+-0.566667x; interpolation
3180<=x<3210; y106=-1417+0.466667x; interpolation
3210<=x<3240; y107=1793+-0.533333x; interpolation
3240<=x<3270; y108=-367+0.133333x; interpolation
3270<=x<3300; y109=-1457+0.466667x; interpolation
3300<=x<3330; y110=743+-0.2x; interpolation
3330<=x<3360; y111=-478+0.166667x; interpolation
3360<=x<3390; y112=-30+0.0333333x; interpolation
3390<=x<3420; y113=-30+0.0333333x; interpolation
3420<=x<3450; y114=198+-0.0333333x; interpolation
3450<=x<3480; y115=-32+0.0333333x; interpolation
3480<=x<3510; y116=1824+-0.5x; interpolation
3510<=x<3540; y117=-1569+0.466667x; interpolation
3540<=x<3570; y118=319+-0.0666667x; interpolation
3570<=x<3600; y119=-157+0.0666667x; interpolation
3600<=x<3630; y120=323+-0.0666667x; interpolation
3630<=x<3660; y121=-403+0.133333x; interpolation
3660<=x<3690; y122=695+-0.166667x; interpolation
3690<=x<3720; y123=-412+0.133333x; interpolation
3720<=x<3750; y124=332+-0.0666667x; interpolation
3750<=x<3780; y125=1957+-0.5x; interpolation
3780<=x<3810; y126=-2075+0.566667x; interpolation
3810<=x<3840; y127=211+-0.0333333x; interpolation
3840<=x<3870; y128=339+-0.0666667x; interpolation
3870<=x<3900; y129=2016+-0.5x; interpolation
3900<=x<3930; y130=-324+0.1x; interpolation
3930<=x<3960; y131=-1765+0.466667x; interpolation
3960<=x<3990; y132=347+-0.0666667x; interpolation
3990<=x<4020; y133=2076+-0.5x; interpolation
4020<=x<4050; y134=-202+0.0666667x; interpolation
4050<=x<4080; y135=-1822+0.466667x; interpolation
4080<=x<4110; y136=354+-0.0666667x; interpolation
4110<=x<4140; y137=1861+-0.433333x; interpolation
4140<=x<4170; y138=-2141+0.533333x; interpolation
4170<=x<4200; y139=83+0x; interpolation
4200<=x<4230; y140=2463+-0.566667x; interpolation
4230<=x<4260; y141=-2331+0.566667x; interpolation
4260<=x<4290; y142=225+-0.0333333x; interpolation
4290<=x<4320; y143=2370+-0.533333x; interpolation
4320<=x<4350; y144=-366+0.1x; interpolation
4350<=x<4380; y145=-1961+0.466667x; interpolation
4380<=x<4410; y146=2711+-0.6x; interpolation
4410<=x<4440; y147=5651+-1.26667x; interpolation
4440<=x<4470; y148=-5893+1.33333x; interpolation
4470<=x<4500; y149=216+-0.0333333x; interpolation
4500<=x<4530; y150=-2034+0.466667x; interpolation
4530<=x<4560; y151=-222+0.0666667x; interpolation
4560<=x<4590; y152=538+-0.1x; interpolation
4590<=x<4620; y153=-533+0.133333x; interpolation
4620<=x<4650; y154=699+-0.133333x; interpolation
4650<=x<4680; y155=-696+0.166667x; interpolation
4680<=x<4710; y156=864+-0.166667x; interpolation
4710<=x<4740; y157=-863+0.2x; interpolation
4740<=x<4770; y158=401+-0.0666667x; interpolation
4770<=x<4800; y159=3422+-0.7x; interpolation
4800<=x<4830; y160=-3298+0.7x; interpolation
4830<=x<4860; y161=2820+-0.566667x; interpolation
4860<=x<4890; y162=-2688+0.566667x; interpolation
4890<=x<4920; y163=2528+-0.5x; interpolation
4920<=x<4950; y164=-2392+0.5x; interpolation
4950<=x<4980; y165=2558+-0.5x; interpolation
4980<=x<5010; y166=-430+0.1x; interpolation
5010<=x<5040; y167=-1432+0.3x; interpolation
5040<=x<5070; y168=1424+-0.266667x; interpolation
5070<=x<5100; y169=-1449+0.3x; interpolation
5100<=x<5130; y170=761+-0.133333x; interpolation
5130<=x<5160; y171=1787+-0.333333x; interpolation
5160<=x<5190; y172=-2341+0.466667x; interpolation
5190<=x<5220; y173=2503+-0.466667x; interpolation
5220<=x<5250; y174=937+-0.166667x; interpolation
5250<=x<5280; y175=-988+0.2x; interpolation
5280<=x<5310; y176=-636+0.133333x; interpolation
5310<=x<5340; y177=-1875+0.366667x; interpolation
5340<=x<5370; y178=1863+-0.333333x; interpolation
5370<=x<5400; y179=-1717+0.333333x; interpolation
5400<=x<5430; y180=2063+-0.366667x; interpolation
5430<=x<5460; y181=-1195+0.233333x; interpolation
5460<=x<5490; y182=807+-0.133333x; interpolation
5490<=x<5520; y183=1722+-0.3x; interpolation
5520<=x<5550; y184=-3062+0.566667x; interpolation
5550<=x<5580; y185=2858+-0.5x; interpolation
5580<=x<5610; y186=-2722+0.5x; interpolation
5610<=x<5640; y187=3449+-0.6x; interpolation
5640<=x<5670; y188=-3319+0.6x; interpolation
5670<=x<5700; y189=272+-0.0333333x; interpolation
5700<=x<5730; y190=3312+-0.566667x; interpolation
5730<=x<5760; y191=-3564+0.633333x; interpolation
5760<=x<5790; y192=3732+-0.633333x; interpolation
5790<=x<5820; y193=-3409+0.6x; interpolation
5820<=x<5850; y194=3381+-0.566667x; interpolation
5850<=x<5880; y195=-3444+0.6x; interpolation
5880<=x<5910; y196=3612+-0.6x; interpolation
5910<=x<5940; y197=-2298+0.4x; interpolation
5940<=x<5970; y198=-1110+0.2x; interpolation
5970<=x<6000; y199=681+-0.1x; interpolation
6000<=x<6030; y200=3081+-0.5x; interpolation
6030<=x<6060; y201=-3552+0.6x; interpolation
6060<=x<6090; y202=3720+-0.6x; interpolation
6090<=x<6120; y203=-3385+0.566667x; interpolation
6120<=x<6150; y204=83+0x; interpolation
6150<=x<6180; y205=493+-0.0666667x; interpolation
6180<=x<6210; y206=-537+0.1x; interpolation
6210<=x<6240; y207=3810+-0.6x; interpolation
6240<=x<6270; y208=-3470+0.566667x; interpolation
6270<=x<6300; y209=3427+-0.533333x; interpolation
6300<=x<6330; y210=-3293+0.533333x; interpolation
6330<=x<6360; y211=3459+-0.533333x; interpolation
6360<=x<6390; y212=-3113+0.5x; interpolation
6390<=x<6420; y213=-557+0.1x; interpolation
6420<=x<6450; y214=513+-0.0666667x; interpolation
6450<=x<6480; y215=-132+0.0333333x; interpolation
6480<=x<6510; y216=3972+-0.6x; interpolation
6510<=x<6540; y217=-3840+0.6x; interpolation
6540<=x<6570; y218=4444+-0.666667x; interpolation
6570<=x<6600; y219=-4316+0.666667x; interpolation
6600<=x<6630; y220=4044+-0.6x; interpolation
6630<=x<6660; y221=-376+0.0666667x; interpolation
6660<=x<6690; y222=-3262+0.5x; interpolation
6690<=x<6720; y223=529+-0.0666667x; interpolation
6720<=x<6750; y224=3665+-0.533333x; interpolation
6750<=x<6780; y225=-160+0.0333333x; interpolation
6780<=x<6810; y226=7750+-1.13333x; interpolation
6810<=x<6840; y227=259+-0.0333333x; interpolation
6840<=x<6870; y228=-11369+1.66667x; interpolation
6870<=x<6900; y229=539+-0.0666667x; interpolation
6900<=x<6930; y230=-841+0.133333x; interpolation
6930<=x<6960; y231=776+-0.1x; interpolation
6960<=x<6990; y232=80+0x; interpolation
6990<=x<7020; y233=313+-0.0333333x; interpolation
7020<=x<7050; y234=1483+-0.2x; interpolation
7050<=x<7080; y235=-1572+0.233333x; interpolation
7080<=x<7110; y236=-628+0.1x; interpolation
7110<=x<7140; y237=1268+-0.166667x; interpolation
7140<=x<7170; y238=-1112+0.166667x; interpolation
7170<=x<7200; y239=561+-0.0666667x; interpolation
7200<=x<7230; y240=-639+0.1x; interpolation
7230<=x<7260; y241=84+0x; interpolation
7260<=x<7290; y242=4440+-0.6x; interpolation
7290<=x<7320; y243=-4308+0.6x; interpolation
7320<=x<7350; y244=4720+-0.633333x; interpolation
7350<=x<7380; y245=-180+0.0333333x; interpolation
7380<=x<7410; y246=-4362+0.6x; interpolation
7410<=x<7440; y247=4283+-0.566667x; interpolation
7440<=x<7470; y248=-4149+0.566667x; interpolation
7470<=x<7500; y249=333+-0.0333333x; interpolation
7500<=x<7530; y250=1083+-0.133333x; interpolation
7530<=x<7560; y251=-172+0.0333333x; interpolation
7560<=x<7590; y252=3608+-0.466667x; interpolation
7590<=x<7620; y253=-187+0.0333333x; interpolation
7620<=x<7650; y254=-4251+0.566667x; interpolation
7650<=x<7680; y255=849+-0.1x; interpolation
7680<=x<7710; y256=-687+0.1x; interpolation
7710<=x<7740; y257=598+-0.0666667x; interpolation
7740<=x<7770; y258=4468+-0.566667x; interpolation
7770<=x<7800; y259=-712+0.1x; interpolation
7800<=x<7830; y260=-3572+0.466667x; interpolation
7830<=x<7860; y261=3475+-0.433333x; interpolation
7860<=x<7890; y262=-3861+0.5x; interpolation
7890<=x<7920; y263=84+0x; interpolation
7920<=x<7950; y264=84+0x; interpolation
7950<=x<7980; y265=349+-0.0333333x; interpolation
7980<=x<8010; y266=4605+-0.566667x; interpolation
8010<=x<8040; y267=-4473+0.566667x; interpolation
8040<=x<8070; y268=4639+-0.566667x; interpolation
8070<=x<8100; y269=-3700+0.466667x; interpolation
8100<=x<8130; y270=3320+-0.4x; interpolation
8130<=x<8160; y271=-203+0.0333333x; interpolation
8160<=x<8190; y272=885+-0.1x; interpolation
8190<=x<8220; y273=-4848+0.6x; interpolation
8220<=x<8250; y274=84+0x; interpolation
8250<=x<8280; y275=4209+-0.5x; interpolation
8280<=x<8310; y276=-3519+0.433333x; interpolation
8310<=x<8340; y277=3683+-0.433333x; interpolation
8340<=x<8370; y278=-3823+0.466667x; interpolation
8370<=x<8400; y279=1757+-0.2x; interpolation
8400<=x<8430; y280=3157+-0.366667x; interpolation
8430<=x<8460; y281=-4149+0.5x; interpolation
8460<=x<8490; y282=363+-0.0333333x; interpolation
8490<=x<8520; y283=6589+-0.766667x; interpolation
8520<=x<8550; y284=-2783+0.333333x; interpolation
8550<=x<8580; y285=-4778+0.566667x; interpolation
8580<=x<8610; y286=5232+-0.6x; interpolation
8610<=x<8640; y287=-5100+0.6x; interpolation
8640<=x<8670; y288=3828+-0.433333x; interpolation
8670<=x<8700; y289=-3975+0.466667x; interpolation
8700<=x<8730; y290=5885+-0.666667x; interpolation
8730<=x<8760; y291=-4882+0.566667x; interpolation
8760<=x<8790; y292=4462+-0.5x; interpolation
8790<=x<8820; y293=-519+0.0666667x; interpolation
8820<=x<8850; y294=-4341+0.5x; interpolation
8850<=x<8880; y295=969+-0.1x; interpolation
8880<=x<8910; y296=-1103+0.133333x; interpolation
8910<=x<8940; y297=976+-0.1x; interpolation
8940<=x<8970; y298=678+-0.0666667x; interpolation
8970<=x<9000; y299=4266+-0.466667x; interpolation
9000<=x<9030; y300=-534+0.0666667x; interpolation
9030<=x<9060; y301=-4146+0.466667x; interpolation
9060<=x<9090; y302=4008+-0.433333x; interpolation
9090<=x<9120; y303=-3870+0.433333x; interpolation
9120<=x<9150; y304=3426+-0.366667x; interpolation
9150<=x<9180; y305=2816+-0.3x; interpolation
9180<=x<9210; y306=7712+-0.833333x; interpolation
9210<=x<9240; y307=2493+-0.266667x; interpolation
9240<=x<9270; y308=-12291+1.33333x; interpolation
9270<=x<9300; y309=-3330+0.366667x; interpolation
9300<=x<9330; y310=2870+-0.3x; interpolation
9330<=x<9360; y311=-2417+0.266667x; interpolation
9360<=x<9390; y312=2575+-0.266667x; interpolation
9390<=x<9420; y313=-3685+0.4x; interpolation
9420<=x<9450; y314=1653+-0.166667x; interpolation
9450<=x<9480; y315=-1497+0.166667x; interpolation
9480<=x<9510; y316=1663+-0.166667x; interpolation
9510<=x<9540; y317=3565+-0.366667x; interpolation
9540<=x<9570; y318=-1205+0.133333x; interpolation
9570<=x<9600; y319=-3119+0.333333x; interpolation
9600<=x<9630; y320=1041+-0.1x; interpolation
9630<=x<9660; y321=-1848+0.2x; interpolation
9660<=x<9690; y322=2016+-0.2x; interpolation
9690<=x<9720; y323=3954+-0.4x; interpolation
9720<=x<9750; y324=-4470+0.466667x; interpolation
9750<=x<9780; y325=3980+-0.4x; interpolation
9780<=x<9810; y326=-4822+0.5x; interpolation
9810<=x<9840; y327=3353+-0.333333x; interpolation
9840<=x<9870; y328=73+0x; interpolation
9870<=x<9900; y329=-2559+0.266667x; interpolation
9900<=x<9930; y330=1401+-0.133333x; interpolation
9930<=x<9960; y331=-1247+0.133333x; interpolation
9960<=x<9990; y332=-1579+0.166667x; interpolation
9990<=x<10020; y333=1085+-0.1x; interpolation
10020<=x<10050; y334=5761+-0.566667x; interpolation
10050<=x<10080; y335=-5629+0.566667x; interpolation
10080<=x<10110; y336=6131+-0.6x; interpolation
10110<=x<10140; y337=-609+0.0666667x; interpolation
10140<=x<10170; y338=-5341+0.533333x; interpolation
10170<=x<10200; y339=5168+-0.5x; interpolation
10200<=x<10230; y340=-5032+0.5x; interpolation
10230<=x<10260; y341=5198+-0.5x; interpolation
10260<=x<10290; y342=-4720+0.466667x; interpolation
10290<=x<10320; y343=-261+0.0333333x; interpolation
10320<=x<10350; y344=771+-0.0666667x; interpolation
10350<=x<10380; y345=4566+-0.433333x; interpolation
10380<=x<10410; y346=-4776+0.466667x; interpolation
10410<=x<10440; y347=5287+-0.5x; interpolation
10440<=x<10470; y348=-4805+0.466667x; interpolation
10470<=x<10500; y349=5665+-0.533333x; interpolation
10500<=x<10530; y350=-6235+0.6x; interpolation
10530<=x<10560; y351=434+-0.0333333x; interpolation
10560<=x<10590; y352=-270+0.0333333x; interpolation
10590<=x<10620; y353=436+-0.0333333x; interpolation
10620<=x<10650; y354=-626+0.0666667x; interpolation
10650<=x<10680; y355=1149+-0.1x; interpolation
10680<=x<10710; y356=5777+-0.533333x; interpolation
10710<=x<10740; y357=-6004+0.566667x; interpolation
10740<=x<10770; y358=5452+-0.5x; interpolation
10770<=x<10800; y359=-6395+0.6x; interpolation
10800<=x<10830; y360=6925+-0.633333x; interpolation
10830<=x<10860; y361=-295+0.0333333x; interpolation
10860<=x<10890; y362=-5725+0.533333x; interpolation
10890<=x<10920; y363=1535+-0.133333x; interpolation
10920<=x<10950; y364=-1377+0.133333x; interpolation
10950<=x<10980; y365=813+-0.0666667x; interpolation
10980<=x<11010; y366=-1017+0.1x; interpolation
11010<=x<11040; y367=6690+-0.6x; interpolation
11040<=x<11070; y368=-6558+0.6x; interpolation
11070<=x<11100; y369=6726+-0.6x; interpolation
11100<=x<11130; y370=-5854+0.533333x; interpolation
11130<=x<11160; y371=5647+-0.5x; interpolation
11160<=x<11190; y372=-305+0.0333333x; interpolation
11190<=x<11220; y373=-5154+0.466667x; interpolation
11220<=x<11250; y374=6066+-0.533333x; interpolation
11250<=x<11280; y375=-6309+0.566667x; interpolation
11280<=x<11310; y376=5723+-0.5x; interpolation
11310<=x<11340; y377=-5964+0.533333x; interpolation
11340<=x<11370; y378=6510+-0.566667x; interpolation
11370<=x<11400; y379=-4860+0.433333x; interpolation
11400<=x<11430; y380=460+-0.0333333x; interpolation
11430<=x<11460; y381=19891+-1.73333x; interpolation
11460<=x<11490; y382=-14489+1.26667x; interpolation
11490<=x<11520; y383=65+0x; interpolation
11520<=x<11550; y384=-6847+0.6x; interpolation
11550<=x<11580; y385=6628+-0.566667x; interpolation
11580<=x<11610; y386=-6110+0.533333x; interpolation
11610<=x<11640; y387=6274+-0.533333x; interpolation
11640<=x<11670; y388=-6530+0.566667x; interpolation
11670<=x<11700; y389=7085+-0.6x; interpolation
11700<=x<11730; y390=-6955+0.6x; interpolation
11730<=x<11760; y391=6730+-0.566667x; interpolation
11760<=x<11790; y392=-7382+0.633333x; interpolation
11790<=x<11820; y393=1657+-0.133333x; interpolation
11820<=x<11850; y394=4809+-0.4x; interpolation
11850<=x<11880; y395=-5461+0.466667x; interpolation
11880<=x<11910; y396=875+-0.0666667x; interpolation
11910<=x<11940; y397=-713+0.0666667x; interpolation
11940<=x<11970; y398=879+-0.0666667x; interpolation
11970<=x<12000; y399=81+0x; interpolation
12000<=x<12030; y400=-719+0.0666667x; interpolation
12030<=x<12060; y401=6499+-0.533333x; interpolation
12060<=x<12090; y402=-6365+0.533333x; interpolation
12090<=x<12120; y403=6934+-0.566667x; interpolation
12120<=x<12150; y404=-6802+0.566667x; interpolation
12150<=x<12180; y405=6563+-0.533333x; interpolation
12180<=x<12210; y406=-6023+0.5x; interpolation
12210<=x<12240; y407=6594+-0.533333x; interpolation
12240<=x<12270; y408=-1158+0.1x; interpolation
12270<=x<12300; y409=-5248+0.433333x; interpolation
12300<=x<12330; y410=6232+-0.5x; interpolation
12330<=x<12360; y411=-5276+0.433333x; interpolation
12360<=x<12390; y412=5436+-0.433333x; interpolation
12390<=x<12420; y413=-6541+0.533333x; interpolation
12420<=x<12450; y414=1739+-0.133333x; interpolation
12450<=x<12480; y415=5474+-0.433333x; interpolation
12480<=x<12510; y416=-6590+0.533333x; interpolation
12510<=x<12540; y417=6754+-0.533333x; interpolation
12540<=x<12570; y418=-1188+0.1x; interpolation
12570<=x<12600; y419=-5378+0.433333x; interpolation
12600<=x<12630; y420=922+-0.0666667x; interpolation
12630<=x<12660; y421=-1183+0.1x; interpolation
12660<=x<12690; y422=5991+-0.466667x; interpolation
12690<=x<12720; y423=-5853+0.466667x; interpolation
12720<=x<12750; y424=6019+-0.466667x; interpolation
12750<=x<12780; y425=-5031+0.4x; interpolation
12780<=x<12810; y426=5619+-0.433333x; interpolation
12810<=x<12840; y427=-5483+0.433333x; interpolation
12840<=x<12870; y428=5645+-0.433333x; interpolation
12870<=x<12900; y429=-5938+0.466667x; interpolation
12900<=x<12930; y430=5242+-0.4x; interpolation
12930<=x<12960; y431=-4671+0.366667x; interpolation
12960<=x<12990; y432=4401+-0.333333x; interpolation
12990<=x<13020; y433=-5125+0.4x; interpolation
13020<=x<13050; y434=6159+-0.466667x; interpolation
13050<=x<13080; y435=-5586+0.433333x; interpolation
13080<=x<13110; y436=1826+-0.133333x; interpolation
13110<=x<13140; y437=-1670+0.133333x; interpolation
13140<=x<13170; y438=5338+-0.4x; interpolation
13170<=x<13200; y439=-4759+0.366667x; interpolation
13200<=x<13230; y440=521+-0.0333333x; interpolation
13230<=x<13260; y441=-1684+0.133333x; interpolation
13260<=x<13290; y442=1852+-0.133333x; interpolation
13290<=x<13320; y443=-806+0.0666667x; interpolation
13320<=x<13350; y444=1858+-0.133333x; interpolation
13350<=x<13380; y445=-1702+0.133333x; interpolation
13380<=x<13410; y446=1420+-0.1x; interpolation
13410<=x<13440; y447=5443+-0.4x; interpolation
13440<=x<13470; y448=-6653+0.5x; interpolation
13470<=x<13500; y449=6817+-0.5x; interpolation
13500<=x<13530; y450=-8033+0.6x; interpolation
13530<=x<13560; y451=7752+-0.566667x; interpolation
13560<=x<13590; y452=-5808+0.433333x; interpolation
13590<=x<13620; y453=7782+-0.566667x; interpolation
13620<=x<13650; y454=-8562+0.633333x; interpolation
13650<=x<13680; y455=7363+-0.533333x; interpolation
13680<=x<13710; y456=-845+0.0666667x; interpolation
13710<=x<13740; y457=526+-0.0333333x; interpolation
13740<=x<13770; y458=18846+-1.36667x; interpolation
13770<=x<13800; y459=-21087+1.53333x; interpolation
13800<=x<13830; y460=-3607+0.266667x; interpolation
13830<=x<13860; y461=6996+-0.5x; interpolation
13860<=x<13890; y462=-7326+0.533333x; interpolation
13890<=x<13920; y463=7953+-0.566667x; interpolation
13920<=x<13950; y464=-8287+0.6x; interpolation
13950<=x<13980; y465=7523+-0.533333x; interpolation
13980<=x<14010; y466=-7389+0.533333x; interpolation
14010<=x<14040; y467=8022+-0.566667x; interpolation
14040<=x<14070; y468=-7890+0.566667x; interpolation
14070<=x<14100; y469=8056+-0.566667x; interpolation
14100<=x<14130; y470=-6984+0.5x; interpolation
14130<=x<14160; y471=7146+-0.5x; interpolation
14160<=x<14190; y472=-878+0.0666667x; interpolation
14190<=x<14220; y473=-6554+0.466667x; interpolation
14220<=x<14250; y474=7666+-0.533333x; interpolation
14250<=x<14280; y475=-7534+0.533333x; interpolation
14280<=x<14310; y476=6746+-0.466667x; interpolation
14310<=x<14340; y477=-6133+0.433333x; interpolation
14340<=x<14370; y478=6295+-0.433333x; interpolation
14370<=x<14400; y479=-7596+0.533333x; interpolation
14400<=x<14430; y480=564+-0.0333333x; interpolation
14430<=x<14460; y481=7779+-0.533333x; interpolation
14460<=x<14490; y482=-8127+0.566667x; interpolation
14490<=x<14520; y483=6846+-0.466667x; interpolation
14520<=x<14550; y484=-5738+0.4x; interpolation
14550<=x<14580; y485=5902+-0.4x; interpolation
14580<=x<14610; y486=-5762+0.4x; interpolation
14610<=x<14640; y487=7387+-0.5x; interpolation
14640<=x<14670; y488=-2373+0.166667x; interpolation
14670<=x<14700; y489=3006+-0.2x; interpolation
14700<=x<14730; y490=-8264+0.566667x; interpolation
14730<=x<14760; y491=8430+-0.566667x; interpolation
14760<=x<14790; y492=-8790+0.6x; interpolation
14790<=x<14820; y493=-902+0.0666667x; interpolation
14820<=x<14850; y494=3050+-0.2x; interpolation
14850<=x<14880; y495=-1405+0.1x; interpolation
14880<=x<14910; y496=1571+-0.1x; interpolation
14910<=x<14940; y497=-1411+0.1x; interpolation
14940<=x<14970; y498=2075+-0.133333x; interpolation
14970<=x<15000; y499=6067+-0.4x; interpolation
15000<=x<15030; y500=-1933+0.133333x; interpolation
15030<=x<15060; y501=-4939+0.333333x; interpolation
15060<=x<15090; y502=5101+-0.333333x; interpolation
15090<=x<15120; y503=-5965+0.4x; interpolation
15120<=x<15150; y504=83+0x; interpolation
15150<=x<15180; y505=1598+-0.1x; interpolation
15180<=x<15210; y506=-1438+0.1x; interpolation
15210<=x<15240; y507=5153+-0.333333x; interpolation
15240<=x<15270; y508=-5007+0.333333x; interpolation
15270<=x<15300; y509=4155+-0.266667x; interpolation
15300<=x<15330; y510=-4005+0.266667x; interpolation
15330<=x<15360; y511=5193+-0.333333x; interpolation
15360<=x<15390; y512=-5559+0.366667x; interpolation
15390<=x<15420; y513=9318+-0.6x; interpolation
15420<=x<15450; y514=-8672+0.566667x; interpolation
15450<=x<15480; y515=9353+-0.6x; interpolation
15480<=x<15510; y516=-967+0.0666667x; interpolation
15510<=x<15540; y517=1101+-0.0666667x; interpolation
15540<=x<15570; y518=-8741+0.566667x; interpolation
15570<=x<15600; y519=-956+0.0666667x; interpolation
15600<=x<15630; y520=8404+-0.533333x; interpolation
15630<=x<15660; y521=-7747+0.5x; interpolation
15660<=x<15690; y522=1127+-0.0666667x; interpolation
15690<=x<15720; y523=-965+0.0666667x; interpolation
15720<=x<15750; y524=607+-0.0333333x; interpolation
15750<=x<15780; y525=8482+-0.533333x; interpolation
15780<=x<15810; y526=-7824+0.5x; interpolation
15810<=x<15840; y527=9040+-0.566667x; interpolation
15840<=x<15870; y528=-9968+0.633333x; interpolation
15870<=x<15900; y529=83+0x; interpolation
15900<=x<15930; y530=83+0x; interpolation
15930<=x<15960; y531=9641+-0.6x; interpolation
15960<=x<15990; y532=-9511+0.6x; interpolation
